Data Ora,590 [°C],590 [m/s],789 [°C],789 [m/s],154 [°C],154 [m/s],348 [°C],348 [m/s],261 [°C],261 [m/s],..........
05.12.2022 10:56:18,7.7,0.85,7.7,0.77,7.8,0.79,7.7,0.88,7.7,0.78,
05.12.2022 10:56:19,7.7,0.88,7.7,0.79,7.8,0.75,7.7,0.83,7.7,0.74,
05.12.2022 10:56:20,7.7,0.85,7.7,0.77,7.8,0.76,7.7,0.78,7.7,0.79,
05.12.2022 10:56:21,7.7,1.08,7.7,0.80,7.8,0.77,7.7,0.91,7.7,0.79,
05.12.2022 10:56:22,7.7,0.92,7.7,0.83,7.8,0.78,7.7,1.15,7.7,0.82,
05.12.2022 10:56:23,7.7,0.88,7.7,0.93,7.8,0.83,7.7,0.99,7.7,0.79,
05.12.2022 10:56:24,7.7,0.98,7.7,0.93,7.8,0.84,7.7,1.09,7.7,0.92,
05.12.2022 10:56:25,7.7,1.02,7.7,0.88,7.8,0.93,7.7,1.28,7.7,1.04,
05.12.2022 10:56:26,7.6,1.11,7.7,0.98,7.8,1.07,7.7,1.29,7.6,1.50,
05.12.2022 10:56:27,7.6,1.30,7.7,1.06,7.7,1.15,7.7,1.31,7.6,1.37,
05.12.2022 10:56:28,7.6,1.43,7.7,1.14,7.7,1.15,7.7,1.26,7.6,1.25,
05.12.2022 10:56:29,7.6,1.39,7.7,1.08,7.7,1.13,7.7,1.14,7.6,1.22,
05.12.2022 10:56:30,7.6,-1,7.7,1.02,7.7,1.10,7.7,1.09,7.6,1.07,.
05.12.2022 10:56:31,7.6,1.47,7.7,1.07,7.7,1.22,7.7,1.29,7.6,1.08,
05.12.2022 10:56:32,7.6,1.66,7.7,1.35,7.7,1.37,7.7,1.47,7.6,1.60,
05.12.2022 10:56:33,7.6,-1,7.7,1.35,7.7,1.36,7.7,1.61,7.6,1.59,.
05.12.2022 10:56:34,7.6,1.63,7.6,1.49,7.7,1.50,7.7,1.74,7.6,1.61,
05.12.2022 10:56:35,7.6,1.76,7.6,1.59,7.7,1.39,7.6,1.85,7.6,1.64,
05.12.2022 10:56:36,7.6,1.95,7.6,1.36,7.7,1.50,7.7,1.80,7.6,1.56,
05.12.2022 10:56:37,7.6,1.88,7.7,1.36,7.7,1.43,7.7,1.52,7.6,1.49,
05.12.2022 10:56:38,7.6,1.90,7.7,1.38,7.7,1.35,7.7,1.61,7.6,1.35,
05.12.2022 10:56:39,7.6,2.48,7.7,1.34,7.7,1.86,7.7,1.63,7.6,1.42,
05.12.2022 10:56:40,7.6,2.84,7.6,1.74,7.7,2.08,7.7,1.68,7.6,1.48,
05.12.2022 10:56:41,7.6,2.79,7.6,2.26,7.7,2.21,7.6,2.12,7.6,1.18,
05.12.2022 10:56:42,7.6,2.70,7.6,2.11,7.7,2.21,7.6,2.23,7.6,1.79,
05.12.2022 10:56:43,7.6,2.95,7.6,2.23,7.7,2.44,7.6,2.15,7.6,1.82,
05.12.2022 10:56:44,7.6,3.06,7.6,2.39,7.7,2.40,7.6,2.41,7.6,1.51,
05.12.2022 10:56:45,7.6,3.28,7.6,2.32,7.7,2.67,7.6,2.13,7.6,1.74,
05.12.2022 10:56:46,7.6,2.77,7.6,2.08,7.7,2.16,7.6,2.87,7.6,2.41,
05.12.2022 10:56:47,7.6,2.94,7.6,2.35,7.7,1.85,7.6,2.85,7.6,2.24,
05.12.2022 10:56:48,7.6,3.54,7.6,2.17,7.7,2.76,7.6,2.58,7.6,1.90,
05.12.2022 10:56:49,7.6,2.66,7.6,2.86,7.7,2.13,7.6,3.14,7.6,2.35,
05.12.2022 10:56:50,7.6,3.51,7.6,1.95,7.7,2.76,7.7,2.09,7.6,1.98,
05.12.2022 10:56:51,7.6,2.91,7.6,2.79,7.7,2.36,7.7,2.10,7.6,1.31,
05.12.2022 10:56:52,7.6,3.03,7.6,1.60,7.7,1.62,7.7,1.83,7.6,1.21,
05.12.2022 10:56:53,7.6,1.83,7.6,1.31,7.7,0.59,7.7,0.65,7.7,0.52,
05.12.2022 10:56:54,7.6,1.82,7.6,1.53,7.7,-1,7.7,0.75,7.7,0.23,.
05.12.2022 10:56:55,7.6,2.12,7.6,1.62,7.7,1.19,7.7,1.00,7.7,0.31,
05.12.2022 10:56:56,7.6,2.13,7.6,1.57,7.7,1.55,7.7,1.01,7.7,0.42,
05.12.2022 10:56:57,7.6,2.28,7.6,1.69,7.7,1.58,7.7,1.38,7.7,0.44,
05.12.2022 10:56:58,7.6,2.24,7.6,1.62,7.7,1.58,7.7,1.43,7.6,0.37,
05.12.2022 10:56:59,7.6,2.02,7.6,0.86,7.7,1.68,7.7,0.86,7.6,0.94,
05.12.2022 10:57:00,7.6,2.89,7.6,1.09,7.7,0.85,7.7,1.09,7.6,0.93,
05.12.2022 10:57:01,7.6,-1,7.6,2.63,7.7,1.82,7.7,2.51,7.6,0.92,.
05.12.2022 10:57:02,7.6,4.24,7.6,2.89,7.7,2.98,7.7,1.84,7.6,0.98,
05.12.2022 10:57:03,7.6,4.09,7.6,3.04,7.7,2.74,7.7,3.33,7.6,2.06,
05.12.2022 10:57:04,7.6,4.81,7.6,3.60,7.7,2.94,7.7,3.64,7.6,3.02,
05.12.2022 10:57:05,7.6,5.02,7.6,3.69,7.7,3.70,7.7,4.35,7.6,3.33,
05.12.2022 10:57:06,7.6,5.60,7.6,3.98,7.7,3.97,7.7,4.73,7.6,3.30,
05.12.2022 10:57:07,7.6,4.86,7.6,4.16,7.7,4.14,7.7,4.66,7.6,4.19,
05.12.2022 10:57:08,7.6,5.11,7.6,4.04,7.7,4.00,7.7,4.96,7.6,3.46,
05.12.2022 10:57:09,7.6,5.27,7.6,3.89,7.7,3.90,7.7,4.40,7.6,3.30,
05.12.2022 10:57:10,7.6,5.64,7.6,3.82,7.7,3.86,7.7,3.54,7.6,3.30,
05.12.2022 10:57:11,7.6,5.49,7.6,2.58,7.7,4.10,7.7,3.17,7.6,2.48,
05.12.2022 10:57:12,7.6,4.30,7.6,3.04,7.7,2.66,7.7,3.29,7.6,2.88,
05.12.2022 10:57:13,7.6,4.17,7.6,3.20,7.7,2.98,7.7,3.18,7.6,2.79,
05.12.2022 10:57:14,7.6,3.48,7.6,2.62,7.7,2.90,7.7,2.92,7.6,2.89,
05.12.2022 10:57:15,7.6,3.26,7.6,2.35,7.7,2.44,7.6,2.53,7.6,2.35,
05.12.2022 10:57:16,7.6,3.40,7.6,2.34,7.7,2.48,7.6,2.52,7.6,2.50,
05.12.2022 10:57:17,7.6,2.80,7.6,2.02,7.7,2.30,7.6,2.49,7.6,2.33,
05.12.2022 10:57:18,7.6,2.72,7.6,2.29,7.7,2.14,7.6,2.49,7.6,2.09,
05.12.2022 10:57:19,7.6,2.55,7.6,2.28,7.7,2.33,7.6,2.65,7.6,2.17,
05.12.2022 10:57:20,7.6,2.62,7.6,1.91,7.7,2.16,7.6,2.03,7.6,2.15,
05.12.2022 10:57:21,7.6,-1,7.6,2.14,7.7,2.22,7.6,2.38,7.6,2.05,.
05.12.2022 10:57:22,7.6,2.22,7.6,2.04,7.7,1.96,7.6,2.14,7.6,1.85,
05.12.2022 10:57:23,7.6,2.40,7.6,2.18,7.7,1.85,7.6,2.38,7.6,2.23,
05.12.2022 10:57:24,7.6,2.47,7.6,2.22,7.7,1.99,7.6,2.54,7.6,2.13,
05.12.2022 10:57:25,7.6,2.32,7.6,1.98,7.7,1.89,7.6,2.70,7.6,2.55,
05.12.2022 10:57:26,7.6,2.26,7.6,2.09,7.7,1.80,7.6,2.38,7.6,2.40,
05.12.2022 10:57:27,7.6,2.16,7.6,1.93,7.7,1.87,7.6,2.27,7.6,2.19,
05.12.2022 10:57:28,7.6,2.28,7.6,1.76,7.7,1.77,7.6,1.98,7.6,2.14,
05.12.2022 10:57:29,7.6,2.31,7.6,1.83,7.7,1.71,7.6,2.17,7.6,2.19,
05.12.2022 10:57:30,7.6,2.40,7.6,1.96,7.7,1.84,7.6,2.21,7.6,1.93,
05.12.2022 10:57:31,7.6,2.42,7.6,1.94,7.7,1.86,7.6,2.09,7.6,1.89,
05.12.2022 10:57:32,7.6,-1,7.6,2.19,7.7,2.05,7.6,1.96,7.6,1.76,.
05.12.2022 10:57:33,7.6,2.55,7.6,2.05,7.7,2.23,7.6,2.12,7.6,1.55,
05.12.2022 10:57:34,7.6,2.34,7.6,1.63,7.7,1.74,7.6,1.80,7.6,1.82,
05.12.2022 10:57:35,7.6,2.26,7.6,1.58,7.7,1.57,7.6,1.78,7.6,1.71,
05.12.2022 10:57:36,7.6,2.25,7.6,1.75,7.7,1.54,7.6,2.21,7.6,2.06,
05.12.2022 10:57:37,7.6,2.25,7.6,2.16,7.7,1.82,7.6,2.12,7.6,1.94,
05.12.2022 10:57:38,7.6,-1,7.6,1.78,7.7,1.73,7.6,1.92,7.6,1.88,.
05.12.2022 10:57:39,7.6,1.82,7.6,1.44,7.7,1.67,7.6,1.79,7.6,1.66,
05.12.2022 10:57:40,7.6,1.41,7.6,1.02,7.7,1.26,7.6,1.67,7.6,1.25,
05.12.2022 10:57:41,7.6,0.54,7.6,0.35,7.7,0.75,7.6,0.81,7.6,0.75,
05.12.2022 10:57:42,7.6,0.42,7.6,0.23,7.7,0.36,7.7,0.24,7.6,0.37,
05.12.2022 10:57:43,7.6,0.24,7.6,0.44,7.7,0.28,7.7,0.20,7.6,0.39,
05.12.2022 10:57:44,7.6,0.59,7.6,0.30,7.7,0.12,7.7,0.30,7.6,0.29,
05.12.2022 10:57:45,7.6,0.81,7.6,0.46,7.7,0.36,7.7,0.45,7.6,0.50,
05.12.2022 10:57:46,7.6,1.04,7.6,0.55,7.7,0.64,7.7,0.80,7.6,0.75,
05.12.2022 10:57:47,7.6,0.94,7.6,0.51,7.7,0.60,7.7,0.82,7.6,0.79,
05.12.2022 10:57:48,7.6,0.94,7.6,0.86,7.7,0.63,7.7,0.97,7.6,0.89,
05.12.2022 10:57:49,7.6,1.00,7.6,0.69,7.7,0.71,7.7,1.09,7.6,0.97,
05.12.2022 10:57:50,7.6,1.35,7.6,0.65,7.7,0.70,7.6,1.01,7.6,0.94,
05.12.2022 10:57:51,7.6,1.47,7.6,0.61,7.7,0.80,7.6,0.73,7.6,0.76,
05.12.2022 10:57:52,7.6,1.43,7.6,0.57,7.7,0.67,7.6,0.53,7.6,0.46,
05.12.2022 10:57:53,7.6,1.40,7.6,0.77,7.7,0.83,7.6,0.53,7.6,0.76,
05.12.2022 10:57:54,7.6,1.63,7.6,0.61,7.7,0.87,7.7,0.34,7.6,0.55,
05.12.2022 10:57:55,7.6,1.96,7.6,1.11,7.7,0.91,7.7,0.53,7.6,0.50,
05.12.2022 10:57:56,7.6,1.75,7.6,1.18,7.7,1.29,7.6,1.28,7.6,0.45,
05.12.2022 10:57:57,7.6,2.04,7.6,0.97,7.7,0.93,7.6,0.95,7.6,0.61,
05.12.2022 10:57:58,7.6,1.68,7.6,1.05,7.7,1.35,7.6,0.96,7.6,0.61,
05.12.2022 10:57:59,7.6,1.19,7.6,0.42,7.7,0.77,7.6,0.62,7.6,0.51,
05.12.2022 10:58:00,7.6,0.46,7.6,0.26,7.7,0.55,7.6,0.44,7.6,0.57,
05.12.2022 10:58:01,7.6,0.52,7.6,0.34,7.7,0.22,7.6,0.43,7.6,0.33,
05.12.2022 10:58:02,7.6,0.49,7.6,0.34,7.7,0.26,7.6,0.26,7.6,0.38,
05.12.2022 10:58:03,7.6,0.44,7.6,0.19,7.7,0.19,7.7,0.16,7.6,0.33,
05.12.2022 10:58:04,7.6,0.99,7.6,0.22,7.7,0.19,7.7,0.15,7.6,0.32,
05.12.2022 10:58:05,7.6,1.43,7.6,0.52,7.7,0.25,7.6,0.32,7.6,0.18,
05.12.2022 10:58:06,7.6,1.53,7.6,0.36,7.7,0.61,7.6,0.19,7.6,0.12,
05.12.2022 10:58:07,7.6,1.62,7.6,0.50,7.7,0.65,7.6,0.19,7.6,0.14,
05.12.2022 10:58:08,7.6,1.41,7.6,0.52,7.7,0.82,7.6,0.32,7.6,0.14,
05.12.2022 10:58:09,7.6,1.66,7.6,0.41,7.7,0.56,7.6,0.27,7.6,0.27,
05.12.2022 10:58:10,7.6,1.60,7.6,0.58,7.7,0.74,7.6,0.22,7.6,0.31,
05.12.2022 10:58:11,7.6,1.24,7.6,0.82,7.7,0.89,7.6,0.42,7.6,0.22,
05.12.2022 10:58:12,7.6,1.24,7.6,0.48,7.7,0.72,7.7,0.38,7.6,0.59,
05.12.2022 10:58:13,7.6,0.54,7.6,0.55,7.7,0.32,7.7,0.84,7.6,0.53,
05.12.2022 10:58:14,7.6,0.61,7.6,0.48,7.7,0.24,7.7,0.89,7.6,0.89,
05.12.2022 10:58:15,7.6,0.69,7.6,0.28,7.7,0.35,7.7,0.89,7.6,0.98,
05.12.2022 10:58:16,7.6,-1,7.6,0.63,7.7,0.60,7.7,0.78,7.6,0.94,.
05.12.2022 10:58:17,7.6,1.33,7.6,0.79,7.7,0.80,7.7,0.95,7.6,1.02,
05.12.2022 10:58:18,7.6,1.44,7.6,0.85,7.7,0.86,7.7,1.15,7.6,1.35,
05.12.2022 10:58:19,7.6,1.49,7.6,1.02,7.7,0.99,7.7,1.32,7.6,1.35,
05.12.2022 10:58:20,7.6,1.74,7.6,1.27,7.7,1.14,7.7,1.39,7.6,1.34,
05.12.2022 10:58:21,7.6,-1,7.6,1.06,7.7,1.27,7.7,1.34,7.6,1.32,.
05.12.2022 10:58:22,7.6,1.36,7.6,0.98,7.7,1.10,7.7,1.36,7.6,1.37,
05.12.2022 10:58:23,7.6,1.37,7.6,1.06,7.7,1.01,7.7,1.32,7.6,1.39,
05.12.2022 10:58:24,7.6,-1,7.6,1.20,7.7,1.26,7.7,1.27,7.6,1.19,.
05.12.2022 10:58:25,7.6,1.26,7.6,1.39,7.7,1.30,7.7,1.38,7.6,1.24,
05.12.2022 10:58:26,7.6,1.24,7.6,1.32,7.7,1.13,7.6,1.30,7.6,1.21,
05.12.2022 10:58:27,7.6,1.06,7.6,1.16,7.7,1.06,7.6,1.34,7.6,1.28,
05.12.2022 10:58:28,7.6,1.12,7.6,1.21,7.7,0.93,7.6,1.32,7.6,1.25,
05.12.2022 10:58:29,7.6,1.23,7.6,1.24,7.7,0.91,7.6,1.44,7.6,1.20,
05.12.2022 10:58:30,7.6,1.43,7.6,1.26,7.7,0.84,7.6,1.58,7.6,1.35,
05.12.2022 10:58:31,7.6,1.48,7.6,1.33,7.7,1.14,7.6,1.53,7.6,1.37,
05.12.2022 10:58:32,7.6,1.92,7.6,1.39,7.7,1.28,7.6,1.68,7.6,1.68,
05.12.2022 10:58:33,7.6,2.17,7.6,1.69,7.7,1.50,7.6,1.91,7.6,1.85,
05.12.2022 10:58:34,7.6,2.39,7.6,1.78,7.7,1.65,7.6,1.85,7.6,1.95,
05.12.2022 10:58:35,7.5,2.61,7.6,1.93,7.7,1.87,7.6,2.00,7.6,1.81,
05.12.2022 10:58:36,7.5,2.30,7.6,1.63,7.7,1.88,7.6,1.67,7.6,1.56,
05.12.2022 10:58:37,7.5,1.81,7.6,1.61,7.7,1.18,7.6,1.69,7.6,1.60,
05.12.2022 10:58:38,7.5,3.74,7.6,2.76,7.7,1.81,7.6,2.80,7.6,2.60,
05.12.2022 10:58:39,7.5,4.04,7.6,3.62,7.7,2.82,7.6,3.65,7.6,2.45,
05.12.2022 10:58:40,7.6,4.53,7.6,2.23,7.7,3.64,7.6,2.64,7.6,1.91,
05.12.2022 10:58:41,7.6,5.58,7.6,2.42,7.7,2.58,7.6,2.92,7.6,2.43,
05.12.2022 10:58:42,7.6,5.65,7.6,3.67,7.7,4.15,7.6,3.93,7.6,4.06,
05.12.2022 10:58:43,7.6,5.44,7.6,3.65,7.7,3.94,7.6,3.60,7.6,3.07,
05.12.2022 10:58:44,7.6,5.49,7.6,1.66,7.7,3.37,7.6,2.01,7.6,0.68,
05.12.2022 10:58:45,7.6,2.44,7.6,1.66,7.7,2.77,7.6,1.42,7.6,0.43,
05.12.2022 10:58:46,7.6,2.33,7.6,0.55,7.7,1.25,7.7,0.50,7.6,0.41,
05.12.2022 10:58:47,7.6,1.76,7.6,0.38,7.7,0.47,7.7,0.57,7.6,0.22,
05.12.2022 10:58:48,7.6,0.62,7.6,0.41,7.7,0.34,7.7,0.35,7.7,0.16,
05.12.2022 10:58:49,7.6,4.25,7.6,1.32,7.7,0.77,7.7,0.94,7.7,0.50,
05.12.2022 10:58:50,7.6,5.14,7.6,3.39,7.7,2.83,7.7,3.01,7.6,2.50,
05.12.2022 10:58:51,7.6,4.66,7.6,3.15,7.7,3.49,7.6,3.33,7.6,2.87,
05.12.2022 10:58:52,7.6,4.46,7.6,3.07,7.7,3.10,7.6,2.89,7.6,2.32,
05.12.2022 10:58:53,7.6,3.68,7.6,2.77,7.7,2.96,7.6,3.05,7.6,2.12,
05.12.2022 10:58:54,7.6,3.18,7.6,2.59,7.7,2.58,7.6,3.01,7.6,2.39,
05.12.2022 10:58:55,7.6,3.01,7.6,2.38,7.7,2.31,7.6,2.72,7.6,2.12,
05.12.2022 10:58:56,7.6,3.20,7.6,2.67,7.7,2.50,7.6,2.48,7.6,1.66,
05.12.2022 10:58:57,7.6,2.69,7.6,2.36,7.7,2.16,7.6,2.52,7.6,1.55,
05.12.2022 10:58:58,7.6,1.86,7.6,1.89,7.7,1.92,7.6,1.72,7.6,1.30,
05.12.2022 10:58:59,7.6,2.55,7.6,1.56,7.7,1.15,7.6,1.31,7.6,1.30,
05.12.2022 10:59:00,7.6,2.56,7.6,1.85,7.7,1.52,7.6,1.74,7.6,1.02,
05.12.2022 10:59:01,7.6,2.60,7.6,1.57,-1,1.34,7.6,0.76,7.6,0.80,.
05.12.2022 10:59:02,7.6,2.83,7.6,2.62,7.7,1.97,7.6,1.35,7.6,1.19,
05.12.2022 10:59:03,7.6,2.16,7.6,1.48,7.7,1.51,7.6,1.25,7.6,1.54,
05.12.2022 10:59:04,7.6,2.30,7.6,1.36,7.7,1.20,7.6,1.21,7.6,0.50,
05.12.2022 10:59:05,7.6,3.15,7.6,1.86,7.7,1.62,7.6,1.06,7.6,0.68,
05.12.2022 10:59:06,7.6,1.92,7.6,1.11,7.7,2.04,7.6,1.31,7.6,0.68,
05.12.2022 10:59:07,7.6,1.91,7.6,1.04,7.7,1.03,7.7,0.54,7.6,0.41,
05.12.2022 10:59:08,7.6,1.60,7.6,1.18,7.7,0.69,7.6,0.58,7.6,0.31,
05.12.2022 10:59:09,7.6,1.44,7.6,0.57,7.7,1.25,7.7,0.60,7.6,0.39,
05.12.2022 10:59:10,7.6,0.98,7.6,0.61,7.7,0.82,7.7,0.36,7.6,0.23,
05.12.2022 10:59:11,7.6,0.94,7.6,0.56,7.7,0.47,7.7,0.25,7.6,0.36,
05.12.2022 10:59:12,7.6,1.58,7.6,0.38,7.7,0.33,7.7,0.21,7.6,0.19,
05.12.2022 10:59:13,7.6,1.05,7.6,0.60,7.7,1.02,7.7,0.36,7.6,0.22,
05.12.2022 10:59:14,7.6,0.71,7.6,0.41,7.7,0.55,7.7,0.16,7.6,0.19,
05.12.2022 10:59:15,7.6,0.74,7.6,0.16,7.7,0.43,7.7,0.16,7.6,0.20,
05.12.2022 10:59:16,7.6,0.33,7.6,0.23,7.7,0.13,7.7,0.14,7.6,0.10,
05.12.2022 10:59:17,7.6,0.49,7.6,0.21,7.7,0.18,7.7,0.17,7.7,0.07,
05.12.2022 10:59:18,7.6,1.60,7.6,0.55,7.7,0.21,7.7,0.24,7.7,0.08,
05.12.2022 10:59:19,7.6,2.28,7.6,1.30,7.7,1.11,7.7,0.35,7.7,0.15,
05.12.2022 10:59:20,7.6,-1,7.6,1.33,7.7,1.38,7.7,0.88,7.6,0.59,.
05.12.2022 10:59:21,7.6,2.48,7.6,1.08,7.7,0.92,7.7,0.57,7.6,0.22,
05.12.2022 10:59:22,7.6,2.44,7.6,1.38,7.7,1.60,7.7,0.91,7.6,0.42,
05.12.2022 10:59:23,7.6,2.16,7.6,1.13,7.7,1.57,7.7,0.33,7.6,0.35,
05.12.2022 10:59:24,7.6,1.34,7.6,0.83,7.7,0.88,7.7,0.41,7.6,0.22,
05.12.2022 10:59:25,7.6,0.60,7.6,0.54,7.7,0.65,7.7,0.25,7.6,0.14,
05.12.2022 10:59:26,7.6,1.59,7.6,0.83,7.7,0.41,7.7,0.37,7.6,0.19,
05.12.2022 10:59:27,7.6,2.22,7.6,0.87,7.7,0.53,7.6,0.61,7.6,0.31,
05.12.2022 10:59:28,7.6,2.00,7.6,1.05,7.7,1.37,7.6,0.57,7.6,0.37,
05.12.2022 10:59:29,7.6,2.09,7.6,1.30,7.7,1.07,7.6,0.85,7.6,0.39,
05.12.2022 10:59:30,7.6,2.24,7.6,1.58,7.7,1.49,7.6,1.41,7.6,0.36,
05.12.2022 10:59:31,7.6,2.44,7.6,1.59,7.7,1.71,7.6,1.25,7.6,0.37,
05.12.2022 10:59:32,7.6,2.54,7.6,1.55,7.7,1.76,7.6,1.31,7.6,0.41,
05.12.2022 10:59:33,7.6,2.35,7.6,1.68,7.7,1.67,7.7,1.53,7.6,0.55,
05.12.2022 10:59:34,7.6,2.56,7.6,1.79,7.7,1.73,7.6,1.75,7.6,0.85,
05.12.2022 10:59:35,7.6,2.44,7.6,1.75,7.7,1.85,7.6,1.82,7.6,1.09,
05.12.2022 10:59:36,7.6,2.14,7.6,1.66,7.7,1.82,7.6,1.59,7.6,1.10,
05.12.2022 10:59:37,7.6,2.49,7.6,1.48,7.7,1.67,7.6,1.77,7.6,1.45,
05.12.2022 10:59:38,7.6,3.02,7.6,1.78,7.7,1.83,7.6,1.64,7.6,1.34,
05.12.2022 10:59:39,7.6,2.26,7.6,2.01,7.7,1.89,7.6,1.79,7.6,1.27,
05.12.2022 10:59:40,7.6,1.81,7.6,1.47,7.7,1.75,7.6,2.15,7.6,1.97,
05.12.2022 10:59:41,7.6,2.13,7.6,1.22,7.7,1.42,7.6,1.60,7.6,1.78,
05.12.2022 10:59:42,7.6,1.97,-1,-1,7.7,1.21,7.7,1.42,7.6,1.16,..
05.12.2022 10:59:43,7.6,1.89,7.6,0.87,7.7,1.39,7.7,1.28,7.6,1.10,
05.12.2022 10:59:44,7.6,1.66,7.6,0.51,7.7,1.12,7.7,0.88,7.6,1.06,
05.12.2022 10:59:45,7.6,1.04,7.6,0.33,7.7,0.65,7.7,-1,7.6,1.02,.
05.12.2022 10:59:46,7.6,1.26,7.6,0.55,7.7,0.26,7.7,0.54,7.6,1.25,
05.12.2022 10:59:47,7.6,1.41,7.6,-1,7.7,0.91,7.7,1.21,7.6,1.15,.
05.12.2022 10:59:48,7.6,1.75,7.6,1.45,7.7,1.17,7.7,1.44,7.6,1.31,
05.12.2022 10:59:49,7.6,1.76,7.6,1.58,7.7,1.40,7.7,1.72,7.6,1.55,
05.12.2022 10:59:50,7.6,1.64,7.6,1.19,7.7,1.37,7.7,1.53,7.6,1.44,
05.12.2022 10:59:51,7.6,0.67,7.6,0.42,7.7,0.98,7.7,1.18,7.6,0.82,
05.12.2022 10:59:52,7.6,0.52,7.6,0.39,7.7,0.66,7.7,0.93,7.6,0.93,
05.12.2022 10:59:53,7.6,0.95,7.6,0.28,7.7,0.51,7.7,0.39,7.6,0.68,
05.12.2022 10:59:54,7.6,0.93,7.6,0.12,7.7,0.33,7.7,0.21,7.6,0.59,
05.12.2022 10:59:55,7.6,0.75,7.6,0.33,7.7,0.42,7.7,0.14,7.6,0.69,
05.12.2022 10:59:56,7.6,0.71,7.6,0.49,7.7,0.60,7.7,0.57,7.6,0.54,
05.12.2022 10:59:57,7.6,0.65,7.6,-1,7.7,0.38,7.7,0.52,7.7,0.53,.
05.12.2022 10:59:58,7.6,0.70,7.6,0.64,7.7,0.28,7.7,0.60,7.7,-1,.
05.12.2022 10:59:59,7.6,0.45,7.7,0.56,7.7,0.32,7.7,0.47,7.7,0.36,
05.12.2022 11:00:00,7.6,0.74,7.7,0.44,7.7,0.55,-1,-1,7.7,0.60,..
05.12.2022 11:00:01,7.6,0.71,7.7,0.60,7.7,0.48,-1,-1,7.7,0.58,..
05.12.2022 11:00:02,7.6,0.73,7.7,0.40,7.8,0.42,-1,-1,7.7,0.41,..
05.12.2022 11:00:03,7.6,0.72,7.7,0.60,7.8,0.51,-1,-1,7.7,0.38,..
05.12.2022 11:00:04,7.6,0.73,7.7,0.38,7.8,0.64,-1,-1,7.7,0.57,..
