Data Ora;789 [°C];789 [m/s];261 [°C];261 [m/s];590 [°C];590 [m/s];154 [°C];154 [m/s];150 [°C];150 [m/s];348 [°C];348 [m/s];,,,,,,,,,,,,
16.12.2022 11:36:25;4,3;0,01;3,0;0,20;1,8;0,40;2,0;0,22;3,8;0,00;3,5;0,19;
16.12.2022 11:36:26;4,3;0,00;3,0;0,22;1,8;0,36;2,0;0,28;3,8;0,00;3,5;0,17;
16.12.2022 11:36:27;4,3;0,02;3,0;0,21;1,8;0,34;2,0;0,26;3,8;0,00;3,5;0,07;
16.12.2022 11:36:28;4,3;0,00;3,0;0,33;1,8;0,35;2,0;0,25;3,8;0,00;3,5;0,09;
16.12.2022 11:36:29;4,3;0,00;2,9;0,32;1,8;0,30;2,1;0,23;3,8;0,00;3,5;0,06;
16.12.2022 11:36:30;4,3;0,02;2,9;0,31;1,8;0,29;2,1;0,21;3,8;0,00;3,5;0,03;
16.12.2022 11:36:31;4,3;0,07;2,9;0,34;1,8;0,29;2,1;0,19;3,8;0,00;3,5;0,02;
16.12.2022 11:36:32;4,4;0,12;2,9;0,38;1,8;0,31;2,1;0,18;3,7;0,00;3,5;0,00;
16.12.2022 11:36:33;4,4;0,03;2,9;0,37;1,8;0,31;2,1;0,18;3,7;0,00;3,5;0,00;
16.12.2022 11:36:34;4,4;0,00;2,9;0,37;1,7;0,32;2,1;0,19;3,7;0,00;3,5;0,00;
16.12.2022 11:36:35;4,4;0,00;2,9;0,30;1,7;0,37;2,1;0,24;3,7;0,00;3,5;0,00;
16.12.2022 11:36:36;4,4;0,00;2,9;0,32;1,7;0,38;2,1;0,24;3,7;0,00;3,6;0,03;
16.12.2022 11:36:37;4,4;0,03;2,9;0,19;1,7;0,38;2,1;0,28;3,7;0,00;3,6;0,05;
16.12.2022 11:36:38;4,4;0,06;3,0;0,19;1,7;0,36;2,1;0,28;3,7;0,00;3,5;0,24;
16.12.2022 11:36:39;4,4;0,12;3,0;0,20;1,6;0,41;2,1;0,28;3,7;0,00;3,5;0,19;
16.12.2022 11:36:40;4,4;0,03;3,1;0,12;1,6;0,36;2,1;0,24;3,7;0,00;3,5;0,10;
16.12.2022 11:36:41;4,4;0,03;3,1;0,12;1,6;0,33;2,1;0,25;3,7;0,00;3,5;0,03;
16.12.2022 11:36:42;4,4;0,05;3,0;0,31;1,6;0,27;2,1;0,22;3,7;0,00;3,5;0,01;
16.12.2022 11:36:43;4,4;0,13;3,0;0,31;1,6;0,31;2,1;0,22;3,7;0,00;3,5;0,01;
16.12.2022 11:36:44;4,4;0,02;3,0;0,30;1,6;0,35;2,1;0,21;3,6;0,00;3,6;0,01;
16.12.2022 11:36:45;4,5;0,00;3,0;0,29;1,6;0,35;2,1;0,17;3,6;0,00;3,6;0,00;
16.12.2022 11:36:46;4,5;0,00;3,0;0,31;1,6;0,36;2,2;0,17;3,6;0,00;3,6;0,00;
16.12.2022 11:36:47;4,5;0,00;3,0;0,36;1,6;0,38;2,2;0,20;3,6;0,00;3,6;0,02;
16.12.2022 11:36:48;4,5;0,00;3,0;0,31;1,6;0,39;2,1;0,26;3,6;0,00;3,6;0,05;
16.12.2022 11:36:49;4,5;0,00;3,0;0,29;1,6;0,45;2,1;0,29;3,6;0,00;3,6;0,01;
16.12.2022 11:36:50;4,5;0,00;3,1;0,11;1,5;0,44;2,1;0,25;3,6;0,00;3,6;0,03;
16.12.2022 11:36:51;4,5;0,00;3,2;0,14;1,5;0,44;2,1;0,20;3,6;0,00;3,6;0,10;
16.12.2022 11:36:52;4,5;0,00;3,2;0,20;1,5;0,39;2,2;0,17;3,6;0,00;3,6;0,15;
16.12.2022 11:36:53;4,5;0,00;3,2;0,22;1,5;0,36;2,2;0,08;3,6;0,00;3,6;0,07;
16.12.2022 11:36:54;4,5;0,00;3,2;0,25;1,5;0,34;2,2;0,11;3,5;0,00;3,6;0,02;
16.12.2022 11:36:55;4,5;0,01;3,2;0,26;1,5;0,29;2,2;0,14;3,5;0,00;3,6;0,00;
16.12.2022 11:36:56;4,5;0,06;3,2;0,27;1,6;0,24;2,2;0,18;3,5;0,00;3,6;0,00;
16.12.2022 11:36:57;4,5;0,00;3,2;0,11;1,6;0,21;2,2;0,25;3,5;0,00;3,6;0,01;
16.12.2022 11:36:58;4,5;0,00;3,3;0,11;1,6;0,22;2,2;0,23;3,5;0,00;3,6;0,01;
16.12.2022 11:36:59;4,5;0,00;3,3;0,15;1,6;0,20;2,2;0,24;3,5;0,03;3,6;0,00;
16.12.2022 11:37:00;4,6;0,00;3,3;0,06;1,6;0,20;2,2;0,27;3,5;0,06;3,6;0,00;
16.12.2022 11:37:01;4,6;0,00;3,4;0,08;1,6;0,20;2,2;0,24;3,4;0,03;3,6;0,09;
16.12.2022 11:37:02;4,6;0,00;3,4;0,08;1,6;0,20;2,2;0,23;3,4;0,00;3,7;0,06;
16.12.2022 11:37:03;4,6;0,00;3,4;0,13;1,6;0,32;2,3;0,22;3,4;0,00;3,7;0,00;
16.12.2022 11:37:04;4,6;0,00;3,4;0,13;1,6;0,27;2,3;0,24;3,4;0,00;3,7;0,00;
16.12.2022 11:37:05;4,6;0,00;3,4;0,07;1,6;0,24;2,3;0,16;3,4;0,00;3,7;0,01;
16.12.2022 11:37:06;4,6;0,00;3,4;0,14;1,6;0,23;2,3;0,08;3,4;0,00;3,7;0,02;
16.12.2022 11:37:07;4,6;0,00;3,5;0,11;1,6;0,25;2,3;0,04;3,4;0,00;3,7;0,03;
16.12.2022 11:37:08;4,6;0,00;3,5;0,02;1,6;0,24;2,3;0,12;3,3;0,00;3,7;0,02;
16.12.2022 11:37:09;4,6;0,00;3,5;0,07;1,6;0,30;2,4;0,12;3,3;0,00;3,7;0,04;
16.12.2022 11:37:10;4,6;0,00;3,5;0,06;1,5;0,29;2,4;0,06;3,3;0,00;3,7;0,08;
16.12.2022 11:37:11;4,6;0,03;3,5;0,03;1,5;0,28;2,4;0,01;3,3;0,00;3,7;0,08;
16.12.2022 11:37:12;4,6;0,06;3,6;0,04;1,5;0,27;2,4;0,06;3,3;0,00;3,7;0,09;
16.12.2022 11:37:13;4,6;0,07;3,6;0,04;1,5;0,33;2,4;0,05;3,3;0,00;3,7;0,09;
16.12.2022 11:37:14;4,6;0,09;3,6;0,04;1,5;0,27;2,4;0,00;3,3;0,00;3,7;0,14;
16.12.2022 11:37:15;4,6;0,09;3,6;0,01;1,5;0,28;2,4;0,00;3,2;0,00;3,6;0,16;
16.12.2022 11:37:16;4,6;0,08;3,6;0,05;1,5;0,24;2,4;0,00;3,2;0,00;3,6;0,18;
16.12.2022 11:37:17;4,6;0,03;3,7;0,06;1,5;0,18;2,4;0,01;3,2;0,00;3,6;0,18;
16.12.2022 11:37:18;4,6;0,05;3,7;0,08;1,5;0,39;2,5;0,00;3,2;0,03;3,6;0,16;
16.12.2022 11:37:19;4,6;0,05;3,7;0,04;1,5;0,37;2,4;0,19;3,2;0,00;3,6;0,15;
16.12.2022 11:37:20;4,6;0,06;3,7;0,01;1,5;0,31;2,4;0,33;3,2;0,00;3,6;0,15;
16.12.2022 11:37:21;4,6;0,01;3,7;0,00;1,5;0,24;2,4;0,25;3,1;0,00;3,6;0,18;
16.12.2022 11:37:22;4,6;0,01;3,7;0,00;1,5;0,24;2,4;0,22;3,1;0,00;3,6;0,19;
16.12.2022 11:37:23;4,6;0,00;3,7;0,02;1,5;0,21;2,4;0,22;3,1;0,00;3,7;0,17;
16.12.2022 11:37:24;4,6;0,02;3,7;0,00;1,5;0,19;2,4;0,23;3,1;0,00;3,7;0,14;
16.12.2022 11:37:25;4,6;0,03;3,8;0,00;1,5;0,26;2,4;0,21;3,1;0,00;3,7;0,08;
16.12.2022 11:37:26;4,6;0,00;3,8;0,03;1,5;0,33;2,4;0,22;3,1;0,02;3,7;0,06;
16.12.2022 11:37:27;4,6;0,00;3,8;0,08;1,5;0,36;2,4;0,14;3,1;0,00;3,7;0,02;
16.12.2022 11:37:28;4,6;0,05;3,8;0,12;1,5;0,33;2,4;0,17;3,0;0,00;3,7;0,09;
16.12.2022 11:37:29;4,6;0,02;3,7;0,17;1,5;0,35;2,4;0,21;3,0;0,03;3,8;0,09;
16.12.2022 11:37:30;4,7;0,01;3,7;0,16;1,5;0,32;2,4;0,17;3,0;0,02;3,8;0,05;
16.12.2022 11:37:31;4,7;0,00;3,6;0,27;1,4;0,35;2,5;0,16;3,0;0,00;3,8;0,02;
16.12.2022 11:37:32;4,7;0,03;3,6;0,32;1,4;0,35;2,4;0,24;3,0;0,00;3,8;0,05;
16.12.2022 11:37:33;4,7;0,01;3,5;0,38;1,4;0,36;2,4;0,23;3,0;0,00;3,8;0,01;
16.12.2022 11:37:34;4,7;0,00;3,5;0,39;1,4;0,34;2,4;0,28;3,0;0,01;3,8;0,00;
16.12.2022 11:37:35;4,7;0,02;3,5;0,34;1,4;0,34;2,4;0,35;2,9;0,06;3,8;0,13;
16.12.2022 11:37:36;4,7;0,06;3,5;0,26;1,4;0,34;2,3;0,34;2,9;0,00;3,8;0,19;
16.12.2022 11:37:37;4,7;0,05;3,5;0,33;1,4;0,30;2,4;0,27;2,9;0,00;3,7;0,13;
16.12.2022 11:37:38;4,7;0,06;3,4;0,40;1,4;0,30;2,4;0,31;2,9;0,00;3,8;0,06;
16.12.2022 11:37:39;4,7;0,07;3,4;0,37;1,4;0,29;2,4;0,27;2,9;0,00;3,8;0,11;
16.12.2022 11:37:40;4,7;0,06;3,4;0,38;1,4;0,37;2,4;0,22;2,9;0,00;3,8;0,15;
16.12.2022 11:37:41;4,7;0,00;3,4;0,35;1,4;0,40;2,4;0,22;2,9;0,04;3,7;0,14;
16.12.2022 11:37:42;4,7;0,00;3,4;0,38;1,3;0,42;2,4;0,23;2,9;0,01;3,8;0,07;
16.12.2022 11:37:43;4,7;0,00;3,4;0,38;1,3;0,46;2,4;0,24;2,8;0,05;3,8;0,03;
16.12.2022 11:37:44;4,7;0,00;3,4;0,29;1,3;0,46;2,4;0,27;2,8;0,04;3,8;0,03;
16.12.2022 11:37:45;4,7;0,00;3,4;0,34;1,3;0,40;2,4;0,23;2,8;0,02;3,8;0,01;
16.12.2022 11:37:46;4,7;0,00;3,4;0,35;1,3;0,35;2,4;0,28;2,8;0,00;3,9;0,01;
16.12.2022 11:37:47;4,7;0,00;3,4;0,37;1,3;0,33;2,4;0,34;2,8;0,00;3,9;0,01;
16.12.2022 11:37:48;4,7;0,00;3,3;0,42;1,3;0,36;2,3;0,38;2,8;0,00;3,9;0,01;
16.12.2022 11:37:49;4,7;0,00;3,3;0,44;1,3;0,37;2,3;0,38;2,8;0,00;3,9;0,00;
16.12.2022 11:37:50;4,7;0,00;3,2;0,45;1,3;0,41;2,3;0,38;2,8;0,00;3,9;0,00;
16.12.2022 11:37:51;4,7;0,00;3,2;0,48;1,3;0,44;2,3;0,36;2,7;0,00;3,9;0,01;
16.12.2022 11:37:52;4,7;0,00;3,2;0,51;1,3;0,44;2,3;0,35;2,7;0,00;3,9;0,00;
16.12.2022 11:37:53;4,7;0,00;3,1;0,54;1,2;0,48;2,3;0,35;2,7;0,00;3,9;0,01;
16.12.2022 11:37:54;4,7;0,00;3,1;0,51;1,2;0,50;2,3;0,38;2,7;0,00;3,9;0,01;
16.12.2022 11:37:55;4,7;0,00;3,1;0,42;1,2;0,48;2,2;0,42;2,7;0,00;4,0;0,01;
16.12.2022 11:37:56;4,7;0,00;3,1;0,46;1,2;0,45;2,2;0,43;2,7;0,00;4,0;0,02;
16.12.2022 11:37:57;4,8;0,00;3,1;0,61;1,2;0,42;2,2;0,47;2,7;0,00;4,0;0,02;
16.12.2022 11:37:58;4,8;0,00;3,0;0,60;1,2;0,42;2,1;0,54;2,6;0,00;4,0;0,02;
16.12.2022 11:37:59;4,8;0,02;3,0;0,55;1,2;0,42;2,1;0,49;2,6;0,01;4,0;0,03;
16.12.2022 11:38:00;4,8;0,01;3,0;0,48;1,2;0,48;2,1;0,49;2,6;0,03;4,0;0,03;
16.12.2022 11:38:01;4,8;0,00;3,1;0,46;1,2;0,49;2,1;0,51;2,6;0,00;4,0;0,03;
16.12.2022 11:38:02;4,8;0,00;3,1;0,37;1,2;0,53;2,1;0,56;2,6;0,00;4,0;0,01;
16.12.2022 11:38:03;4,8;0,04;3,1;0,35;1,2;0,51;2,0;0,49;2,6;0,00;4,0;0,01;
16.12.2022 11:38:04;4,8;0,04;3,1;0,40;1,2;0,49;2,1;0,41;2,6;0,00;4,0;0,00;
16.12.2022 11:38:05;4,8;0,06;3,2;0,36;1,2;0,45;2,1;0,42;2,5;0,00;4,0;0,00;
16.12.2022 11:38:06;4,7;0,04;3,2;0,39;1,2;0,41;2,1;0,41;2,5;0,00;4,0;0,00;
16.12.2022 11:38:07;4,7;0,00;3,1;0,42;1,1;0,45;2,1;0,41;2,5;0,00;4,0;0,00;
16.12.2022 11:38:08;4,7;0,00;3,2;0,37;1,1;0,48;2,1;0,42;2,5;0,00;4,0;0,00;
16.12.2022 11:38:09;4,7;0,00;3,2;0,39;1,1;0,50;2,1;0,40;2,5;0,00;4,0;0,00;
16.12.2022 11:38:10;4,7;0,00;3,1;0,43;1,1;0,55;2,1;0,44;2,5;0,00;4,0;0,00;
16.12.2022 11:38:11;4,7;0,00;3,1;0,47;1,1;0,52;2,1;0,45;2,5;0,00;4,0;0,00;
16.12.2022 11:38:12;4,7;0,08;3,1;0,44;1,1;0,50;2,1;0,47;2,5;0,00;4,0;0,01;
16.12.2022 11:38:13;4,7;0,09;3,0;0,47;1,1;0,55;2,0;0,47;2,4;0,00;4,0;0,01;
16.12.2022 11:38:14;4,7;0,05;3,0;0,44;1,1;0,48;2,0;0,49;2,4;0,07;4,0;0,01;
16.12.2022 11:38:15;4,7;0,12;3,0;0,41;1,0;0,56;2,0;0,46;2,4;0,02;4,0;0,01;
16.12.2022 11:38:16;4,7;0,12;3,0;0,46;1,0;0,51;2,0;0,51;2,4;0,00;4,0;0,01;
16.12.2022 11:38:17;4,7;0,07;3,0;0,46;1,0;0,54;2,0;0,46;2,4;0,02;4,0;0,01;
16.12.2022 11:38:18;4,7;0,08;3,0;0,44;1,0;0,55;2,0;0,47;2,4;0,00;4,0;0,01;
16.12.2022 11:38:19;4,7;0,06;3,0;0,51;1,0;0,56;2,0;0,45;2,4;0,00;4,0;0,01;
16.12.2022 11:38:20;4,7;0,09;3,0;0,54;1,0;0,62;2,0;0,48;2,4;0,00;4,0;0,01;
16.12.2022 11:38:21;4,7;0,09;2,9;0,57;1,0;0,59;2,0;0,49;2,3;0,00;4,0;0,02;
16.12.2022 11:38:22;4,7;0,05;2,9;0,54;1,0;0,59;1,9;0,53;2,3;0,01;4,0;0,02;
16.12.2022 11:38:23;4,7;0,08;2,9;0,49;1,0;0,59;1,9;0,57;2,3;0,03;4,0;0,03;
16.12.2022 11:38:24;4,7;0,06;2,9;0,43;0,9;0,58;1,9;0,49;2,3;0,05;4,0;0,04;
16.12.2022 11:38:25;4,7;0,03;3,0;0,42;1,0;0,56;1,9;0,52;2,3;0,00;4,0;0,03;
16.12.2022 11:38:26;4,7;0,08;3,0;0,51;1,0;0,58;1,9;0,48;2,3;0,00;4,0;0,02;
16.12.2022 11:38:27;4,7;0,10;2,9;0,62;1,0;0,55;1,9;0,49;2,3;0,00;4,0;0,03;
16.12.2022 11:38:28;4,7;0,07;2,9;0,75;1,0;0,57;2,0;0,46;2,3;0,00;4,0;0,03;
16.12.2022 11:38:29;4,7;0,03;2,8;0,74;1,0;0,55;2,0;0,44;2,2;0,00;4,0;0,02;
16.12.2022 11:38:30;4,7;0,01;2,8;0,64;0,9;0,55;2,0;0,46;2,2;0,00;4,0;0,01;
16.12.2022 11:38:31;4,7;0,01;2,8;0,62;0,9;0,60;2,0;0,55;2,2;0,00;4,0;0,01;
16.12.2022 11:38:32;4,7;0,01;2,8;0,60;0,9;0,62;1,9;0,61;2,2;0,00;4,0;0,01;
16.12.2022 11:38:33;4,6;0,02;2,8;0,54;0,9;0,68;1,9;0,57;2,2;0,00;4,0;0,01;
16.12.2022 11:38:34;4,6;0,01;2,8;0,47;0,9;0,79;1,9;0,63;2,2;0,01;4,0;0,02;
16.12.2022 11:38:35;4,6;0,01;2,8;0,49;0,9;0,72;1,9;0,59;2,2;0,01;4,0;0,03;
16.12.2022 11:38:36;4,6;0,01;2,8;0,57;0,9;0,70;1,9;0,58;2,2;0,01;4,0;0,04;
16.12.2022 11:38:37;4,6;0,02;2,8;0,65;1,0;0,77;1,9;0,62;2,1;0,03;4,0;0,07;
16.12.2022 11:38:38;4,6;0,10;2,7;0,64;1,0;0,75;1,8;0,62;2,1;0,02;4,0;0,07;
16.12.2022 11:38:39;4,6;0,15;2,7;0,42;1,0;0,86;1,8;0,65;2,1;0,03;4,0;0,06;
16.12.2022 11:38:40;4,6;0,17;2,7;0,73;1,0;0,85;1,8;0,64;2,1;0,01;4,0;0,05;
16.12.2022 11:38:41;4,6;0,19;2,8;0,48;0,9;0,83;1,8;0,57;2,1;0,02;4,0;0,05;
16.12.2022 11:38:42;4,5;0,18;2,8;0,58;1,0;0,63;1,8;0,62;2,1;0,12;3,9;0,06;
16.12.2022 11:38:43;4,5;0,18;2,8;0,58;1,0;0,56;1,8;0,68;2,1;0,10;3,9;0,08;
16.12.2022 11:38:44;4,4;0,32;2,8;0,70;1,0;0,52;1,8;0,59;2,1;0,14;3,9;0,06;
16.12.2022 11:38:45;4,4;0,27;2,7;0,82;1,0;0,40;1,8;0,56;2,0;0,05;3,9;0,04;
16.12.2022 11:38:46;4,4;0,26;2,7;0,69;1,1;0,29;1,9;0,46;2,0;0,04;3,9;0,04;
16.12.2022 11:38:47;4,3;0,38;2,7;0,58;1,1;0,22;1,9;0,38;2,0;0,04;3,9;0,04;
16.12.2022 11:38:48;4,4;0,11;2,8;0,44;1,2;0,14;2,0;0,33;2,0;0,03;3,9;0,05;
16.12.2022 11:38:49;4,4;0,06;2,8;0,41;1,2;0,14;2,0;0,32;2,0;0,08;3,9;0,05;
16.12.2022 11:38:50;4,4;0,15;2,8;0,33;1,2;0,16;2,0;0,30;2,0;0,07;3,9;0,07;
16.12.2022 11:38:51;4,3;0,58;2,7;0,43;1,2;0,20;2,1;0,23;2,0;0,11;3,9;0,08;
16.12.2022 11:38:52;4,2;0,59;2,7;0,49;1,2;0,11;2,1;0,26;2,0;0,17;3,8;0,14;
16.12.2022 11:38:53;4,1;0,51;2,7;0,55;1,2;0,19;2,0;0,21;2,0;0,15;3,8;0,11;
16.12.2022 11:38:54;4,1;0,39;2,8;0,51;1,2;0,19;2,0;0,34;2,0;0,20;3,8;0,10;
16.12.2022 11:38:55;4,1;0,46;2,8;0,45;1,3;0,09;2,0;0,42;2,0;0,23;3,7;0,19;
16.12.2022 11:38:56;4,1;0,40;2,8;0,43;1,3;0,08;2,0;0,34;1,9;0,27;3,7;0,08;
16.12.2022 11:38:57;4,2;0,33;2,9;0,39;1,3;0,14;2,0;0,41;1,9;0,22;3,7;0,18;
16.12.2022 11:38:58;4,2;0,31;3,0;0,35;1,3;0,19;2,0;0,36;1,9;0,17;3,8;0,04;
16.12.2022 11:38:59;4,2;0,31;3,0;0,27;1,3;0,20;2,0;0,37;1,9;0,16;3,8;0,03;
16.12.2022 11:39:00;4,3;0,24;3,0;0,31;1,3;0,16;2,1;0,31;2,0;0,12;3,8;0,04;
16.12.2022 11:39:01;4,3;0,25;3,1;0,29;1,4;0,15;2,1;0,25;2,0;0,05;3,8;0,04;
16.12.2022 11:39:02;4,3;0,20;3,1;0,35;1,4;0,08;2,1;0,25;2,0;0,01;3,8;0,05;
16.12.2022 11:39:03;4,3;0,24;3,1;0,32;1,4;0,12;2,1;0,28;2,0;0,00;3,8;0,06;
16.12.2022 11:39:04;4,4;0,15;3,1;0,25;1,4;0,15;2,1;0,24;2,0;0,00;3,8;0,12;
16.12.2022 11:39:05;4,3;0,26;3,1;0,29;1,4;0,11;2,1;0,22;2,0;0,00;3,9;0,07;
16.12.2022 11:39:06;4,3;0,25;3,2;0,18;1,4;0,16;2,1;0,21;2,0;0,02;3,9;0,07;
16.12.2022 11:39:07;4,3;0,22;3,2;0,23;1,5;0,17;2,1;0,26;2,0;0,12;3,9;0,05;
16.12.2022 11:39:08;4,3;0,24;3,3;0,13;1,5;0,16;2,1;0,29;2,0;0,08;3,9;0,05;
16.12.2022 11:39:09;4,4;0,22;3,3;0,14;1,5;0,17;2,1;0,28;2,0;0,08;3,9;0,06;
16.12.2022 11:39:10;4,4;0,19;3,3;0,16;1,5;0,19;2,2;0,26;2,0;0,11;3,9;---;,
16.12.2022 11:39:11;4,4;0,13;3,3;0,15;1,5;0,26;2,2;0,28;2,0;0,04;3,9;0,05;
16.12.2022 11:39:12;4,4;0,15;3,4;0,14;1,5;0,24;2,2;0,25;2,0;0,00;3,9;0,04;
16.12.2022 11:39:13;4,4;0,20;3,4;0,20;1,5;0,25;2,2;0,20;2,0;0,00;3,9;0,02;
16.12.2022 11:39:14;4,4;0,16;3,4;0,15;1,5;0,21;2,2;0,21;2,0;0,00;3,9;0,01;
16.12.2022 11:39:15;4,4;0,14;3,4;0,15;1,6;0,22;2,2;0,21;2,0;0,00;3,9;0,01;
16.12.2022 11:39:16;4,5;0,10;3,4;0,05;1,6;0,28;2,2;0,19;2,0;0,00;3,9;0,00;
16.12.2022 11:39:17;4,5;0,12;3,5;0,08;1,6;0,25;2,2;0,22;2,0;0,00;3,9;0,00;
16.12.2022 11:39:18;4,5;0,10;3,5;0,18;1,6;0,14;2,2;0,26;2,0;0,00;3,9;0,00;
16.12.2022 11:39:19;4,5;0,07;3,5;0,02;1,6;0,10;2,2;0,29;2,0;0,00;3,9;0,11;
16.12.2022 11:39:20;4,5;0,04;3,5;0,08;1,6;0,14;2,2;0,28;2,0;0,00;3,9;0,21;
16.12.2022 11:39:21;4,5;0,04;3,5;0,11;1,6;0,19;2,2;0,30;2,0;0,00;3,8;0,14;
