Data Ora;154 [°C];154 [m/s];590 [°C];590 [m/s];150 [°C];150 [m/s];789 [°C];789 [m/s];261 [°C];261 [m/s];348 [°C];348 [m/s];,,,,,,,,,,,,
12.12.2022 11:40:24;1,4;0,42;---;0,38;---;---;1,5;0,43;1,6;0,53;1,7;0,57;,,,
12.12.2022 11:40:25;1,4;0,40;1,7;0,38;3,0;0,00;1,5;0,48;1,5;0,61;1,7;0,52;
12.12.2022 11:40:26;1,4;0,37;1,7;0,53;2,9;0,03;1,5;0,54;1,5;0,58;1,7;0,48;
12.12.2022 11:40:27;1,4;---;1,6;0,50;2,9;0,00;1,5;0,54;1,6;0,54;1,7;0,57;,
12.12.2022 11:40:28;1,4;0,45;1,6;0,55;2,9;0,00;1,5;0,53;1,6;0,51;1,7;0,62;
12.12.2022 11:40:29;1,4;0,38;1,6;0,50;2,9;0,00;1,5;0,55;1,6;0,52;1,6;0,61;
12.12.2022 11:40:30;1,4;0,36;1,6;0,59;2,9;0,00;1,5;0,51;1,5;0,52;1,6;0,58;
12.12.2022 11:40:31;1,4;0,29;1,6;0,55;2,9;0,00;1,5;0,45;1,5;0,50;1,7;0,55;
12.12.2022 11:40:32;1,4;---;1,6;0,53;2,9;0,00;1,5;0,49;1,5;0,49;1,7;0,52;,
12.12.2022 11:40:33;1,5;0,37;1,6;0,50;2,9;0,00;1,5;0,56;1,6;0,50;1,7;0,58;
12.12.2022 11:40:34;1,5;---;1,6;0,55;2,9;0,00;1,5;0,60;1,5;0,54;1,7;0,45;,
12.12.2022 11:40:35;1,5;0,35;1,6;0,61;2,9;0,00;1,5;0,52;1,5;0,62;1,7;0,52;
12.12.2022 11:40:36;1,5;---;1,6;0,61;2,9;0,00;1,5;0,52;1,5;0,57;1,7;0,55;,
12.12.2022 11:40:37;1,5;0,32;1,6;0,50;2,9;0,00;1,5;0,46;1,5;0,59;1,7;0,55;
12.12.2022 11:40:38;1,5;0,36;1,6;0,51;2,9;0,00;1,5;0,43;1,5;0,44;1,7;0,53;
12.12.2022 11:40:39;1,5;0,42;1,6;0,49;2,9;0,01;1,5;0,40;1,6;0,31;1,7;0,55;
12.12.2022 11:40:40;1,5;0,36;1,6;0,51;2,9;0,00;1,6;0,43;1,6;0,44;1,7;0,48;
12.12.2022 11:40:41;1,5;0,41;1,6;0,58;2,9;0,00;1,6;0,50;1,6;0,44;1,7;0,41;
12.12.2022 11:40:42;1,5;0,45;1,6;0,64;2,9;0,01;1,5;0,58;1,6;0,62;1,7;0,46;
12.12.2022 11:40:43;---;---;1,6;0,71;2,9;0,00;1,5;0,65;1,5;0,66;1,7;0,68;,,
12.12.2022 11:40:44;1,4;0,58;1,6;0,77;2,9;0,00;1,5;0,60;1,5;0,60;1,7;0,69;
12.12.2022 11:40:45;1,4;0,42;1,5;0,70;2,9;0,00;1,5;0,53;1,6;0,51;1,7;0,59;
12.12.2022 11:40:46;1,4;---;1,6;0,62;2,8;0,01;1,5;0,49;1,6;0,48;1,7;0,54;,
12.12.2022 11:40:47;1,4;0,49;1,6;0,56;2,8;0,00;1,5;0,48;1,6;0,42;1,7;0,61;
12.12.2022 11:40:48;1,4;0,47;1,6;0,53;2,8;0,01;1,5;0,45;1,6;0,45;1,7;0,56;
12.12.2022 11:40:49;1,4;0,37;1,6;0,46;2,8;0,02;1,5;0,49;1,6;0,47;1,7;0,57;
12.12.2022 11:40:50;1,5;---;1,6;0,50;2,8;0,03;1,5;0,50;1,6;0,44;1,7;0,48;,
12.12.2022 11:40:51;1,4;0,45;1,6;0,48;2,8;0,02;1,5;0,56;1,6;0,46;1,7;0,58;
12.12.2022 11:40:52;1,5;0,50;1,6;0,47;2,8;0,02;1,5;0,57;1,6;0,51;1,7;0,66;
12.12.2022 11:40:53;1,4;---;1,6;0,49;2,8;0,00;1,5;0,58;1,6;0,53;1,7;0,69;,
12.12.2022 11:40:54;---;0,57;1,6;0,53;2,8;0,00;1,5;0,60;1,6;0,59;1,7;0,71;,
12.12.2022 11:40:55;1,4;0,55;1,6;0,61;2,8;0,00;1,5;0,63;1,6;0,53;1,7;0,70;
12.12.2022 11:40:56;1,4;0,62;1,6;0,56;2,8;0,00;1,5;0,63;1,6;0,61;1,7;0,62;
12.12.2022 11:40:57;1,5;0,57;1,6;0,55;2,8;0,00;1,5;0,60;1,6;0,60;1,7;0,66;
12.12.2022 11:40:58;1,4;---;1,6;0,53;2,8;0,00;1,5;0,71;1,6;0,58;1,7;0,66;,
12.12.2022 11:40:59;1,4;0,61;1,6;0,45;2,8;0,00;1,5;0,79;1,6;0,79;1,7;0,82;
12.12.2022 11:41:00;1,4;0,61;1,6;0,77;2,8;0,01;1,5;0,75;1,6;0,77;1,7;0,78;
12.12.2022 11:41:01;1,4;0,63;1,6;0,74;2,8;0,01;1,5;0,77;1,6;0,78;1,6;1,00;
12.12.2022 11:41:02;1,4;0,68;1,6;0,68;2,8;0,00;1,5;0,62;1,6;0,47;1,6;1,12;
12.12.2022 11:41:03;1,5;---;1,6;0,56;2,8;0,00;1,5;0,60;1,6;0,43;1,6;0,84;,
12.12.2022 11:41:04;1,5;0,53;1,6;0,49;2,7;0,04;1,5;0,81;1,6;0,55;1,6;0,92;
12.12.2022 11:41:05;1,5;0,60;1,7;0,36;2,7;0,03;1,5;0,79;1,6;0,36;1,6;1,03;
12.12.2022 11:41:06;1,4;1,03;1,7;0,38;2,7;0,03;1,5;0,85;1,6;0,48;1,6;1,07;
12.12.2022 11:41:07;1,4;---;1,7;0,43;2,7;0,02;1,5;0,53;1,6;0,38;1,6;1,11;,
12.12.2022 11:41:08;1,4;0,97;1,7;0,30;2,7;0,02;1,5;0,48;1,6;0,21;1,6;0,71;
12.12.2022 11:41:09;1,5;0,54;1,7;0,17;2,7;0,03;1,6;0,50;1,6;0,20;1,6;0,63;
12.12.2022 11:41:10;1,5;0,32;1,7;0,25;2,7;0,01;1,6;0,37;1,7;0,26;1,7;0,43;
12.12.2022 11:41:11;1,5;0,35;1,7;0,34;2,7;0,00;1,6;0,49;1,7;0,35;1,7;0,55;
12.12.2022 11:41:12;1,5;0,34;1,7;0,33;2,7;0,02;1,6;0,27;1,7;0,36;1,7;0,43;
12.12.2022 11:41:13;1,4;---;1,7;0,22;2,7;0,02;1,6;0,56;1,7;0,30;1,7;0,80;,
12.12.2022 11:41:14;1,4;0,93;1,7;0,33;2,7;0,04;1,6;0,75;1,7;0,43;1,7;0,73;
12.12.2022 11:41:15;1,4;0,98;1,7;0,64;2,7;0,04;1,5;1,06;1,6;0,95;1,6;1,26;
12.12.2022 11:41:16;1,4;0,84;1,7;0,86;2,7;0,04;1,5;1,14;1,6;0,96;1,6;1,16;
12.12.2022 11:41:17;1,4;0,91;1,7;0,81;2,7;0,02;1,5;1,02;1,6;0,65;1,6;1,13;
12.12.2022 11:41:18;1,4;0,96;1,7;0,65;2,7;0,04;1,5;0,89;1,6;0,65;1,6;1,26;
12.12.2022 11:41:19;1,4;1,08;1,7;0,62;2,6;0,04;1,5;0,95;1,6;0,52;1,6;1,46;
12.12.2022 11:41:20;1,4;1,20;1,7;0,67;2,6;0,06;1,5;1,05;1,6;1,21;1,6;1,38;
12.12.2022 11:41:21;---;1,12;1,7;0,79;2,6;0,04;1,5;1,06;1,6;0,88;1,6;1,21;,
12.12.2022 11:41:22;1,3;1,11;1,6;1,06;2,6;0,05;1,4;1,07;1,5;1,11;1,5;1,22;
12.12.2022 11:41:23;1,3;0,98;1,6;1,08;2,6;0,04;1,4;1,14;1,5;1,09;1,5;1,21;
12.12.2022 11:41:24;1,3;0,93;1,6;1,07;2,6;0,02;1,4;1,05;1,5;1,25;1,5;1,17;
12.12.2022 11:41:25;1,3;0,85;1,6;1,09;2,6;0,00;1,4;1,14;1,5;1,11;1,5;1,19;
12.12.2022 11:41:26;1,4;0,95;1,5;1,25;2,6;0,00;1,4;1,06;1,5;1,16;1,5;1,22;
12.12.2022 11:41:27;1,4;0,91;1,5;1,18;2,6;0,01;1,4;1,05;1,5;1,09;1,5;1,19;
12.12.2022 11:41:28;1,3;0,90;1,5;1,04;2,6;0,00;1,4;1,09;1,5;1,09;1,5;1,31;
12.12.2022 11:41:29;1,3;0,95;1,5;1,04;2,6;0,02;1,4;0,98;1,5;1,09;1,5;1,18;
12.12.2022 11:41:30;1,3;0,92;1,5;1,11;2,6;0,01;1,4;0,96;1,5;1,03;1,5;1,04;
12.12.2022 11:41:31;1,3;0,91;1,5;1,07;2,6;0,00;1,4;0,97;1,5;0,99;1,5;1,18;
12.12.2022 11:41:32;1,3;0,81;1,5;1,11;2,6;0,01;1,4;0,93;1,5;0,95;1,5;0,99;
12.12.2022 11:41:33;1,4;0,60;1,5;1,03;2,6;0,00;1,4;0,88;1,5;0,94;1,5;1,03;
12.12.2022 11:41:34;---;0,45;1,5;0,89;2,6;0,00;1,4;0,84;1,5;0,85;1,5;0,98;,
12.12.2022 11:41:35;1,4;0,52;1,5;0,87;2,6;0,00;1,4;0,83;1,5;0,79;1,5;0,98;
12.12.2022 11:41:36;1,4;0,56;1,5;0,79;2,6;0,00;1,4;0,73;1,5;0,69;1,5;0,93;
12.12.2022 11:41:37;1,4;0,60;1,5;0,65;2,6;0,00;1,4;0,72;1,5;0,71;1,5;0,85;
12.12.2022 11:41:38;1,4;0,59;1,5;0,59;2,6;0,00;1,4;0,70;1,5;0,52;1,5;0,81;
12.12.2022 11:41:39;1,4;0,51;1,6;0,57;2,6;0,00;1,4;0,61;1,5;0,60;1,5;0,83;
12.12.2022 11:41:40;1,4;0,41;1,6;0,58;2,5;0,00;1,4;0,55;1,5;0,52;1,5;0,74;
12.12.2022 11:41:41;1,4;0,48;1,6;0,56;2,5;0,00;1,4;0,52;1,5;0,45;1,5;0,67;
12.12.2022 11:41:42;1,4;0,40;1,6;0,56;2,5;0,00;1,4;0,57;1,6;0,41;1,5;0,61;
12.12.2022 11:41:43;1,4;0,30;1,6;0,57;2,5;0,00;1,5;0,59;1,6;0,53;1,5;0,61;
12.12.2022 11:41:44;---;0,34;1,6;0,64;2,5;0,00;1,5;0,54;1,6;0,46;1,6;0,55;,
12.12.2022 11:41:45;1,4;0,35;1,6;0,78;2,5;0,00;1,5;0,51;1,6;0,48;1,6;0,60;
12.12.2022 11:41:46;1,4;0,53;1,6;0,85;2,5;0,00;1,5;0,41;1,6;0,57;1,6;0,70;
12.12.2022 11:41:47;---;0,60;1,5;0,79;2,5;0,00;1,5;0,46;1,6;0,40;1,6;0,94;,
12.12.2022 11:41:48;1,4;0,59;1,5;0,72;2,5;0,02;1,5;0,72;1,6;0,54;1,6;0,75;
12.12.2022 11:41:49;1,4;0,68;1,6;0,64;2,5;0,02;1,5;0,76;1,6;0,62;1,5;0,99;
12.12.2022 11:41:50;1,4;0,51;1,6;0,82;2,5;0,02;1,4;0,85;1,6;0,69;1,5;0,89;
12.12.2022 11:41:51;---;0,54;1,6;0,69;2,5;0,00;1,4;0,76;1,6;0,53;1,5;0,98;,
12.12.2022 11:41:52;1,4;0,68;1,6;0,61;2,5;0,00;1,4;0,66;1,6;0,46;1,5;0,99;
12.12.2022 11:41:53;1,4;0,74;1,6;0,64;2,5;0,00;1,4;0,77;1,6;0,38;1,5;0,95;
12.12.2022 11:41:54;1,4;0,73;1,6;0,57;2,5;0,00;1,4;0,76;1,6;0,56;1,5;0,85;
12.12.2022 11:41:55;1,4;0,73;1,6;0,55;2,5;0,00;1,4;0,64;1,6;0,37;1,5;0,80;
12.12.2022 11:41:56;1,3;0,62;1,6;0,44;2,5;0,00;1,4;0,58;1,6;0,52;1,5;0,75;
12.12.2022 11:41:57;1,3;0,62;1,6;0,50;2,5;0,00;1,4;0,57;1,6;0,37;1,5;0,75;
12.12.2022 11:41:58;1,3;0,61;1,6;0,44;2,4;0,00;1,4;0,64;1,6;0,52;1,5;0,75;
12.12.2022 11:41:59;1,4;0,58;1,6;0,35;2,4;0,00;1,4;0,69;1,6;0,43;1,5;0,70;
12.12.2022 11:42:00;---;0,55;1,6;0,34;2,4;0,00;1,4;0,61;1,6;0,40;1,5;0,71;,
12.12.2022 11:42:01;1,4;0,56;1,6;0,35;2,4;0,00;1,4;0,68;1,6;0,34;1,5;0,87;
12.12.2022 11:42:02;1,3;0,65;1,6;0,52;2,4;0,01;1,4;0,85;1,6;0,65;1,5;0,90;
12.12.2022 11:42:03;1,3;0,64;1,6;0,46;2,4;0,00;1,4;0,74;1,6;0,77;1,4;0,92;
12.12.2022 11:42:04;---;0,62;1,6;0,31;2,4;0,00;1,4;0,73;1,5;0,72;1,4;0,90;,
12.12.2022 11:42:05;1,3;0,61;1,6;0,59;2,4;0,00;1,4;0,61;1,5;0,59;1,4;0,91;
12.12.2022 11:42:06;1,3;0,63;1,6;0,57;2,4;0,00;1,4;0,56;1,5;0,56;1,4;0,81;
12.12.2022 11:42:07;1,4;0,49;1,6;0,57;2,4;0,00;1,4;0,52;1,5;0,50;1,4;0,65;
12.12.2022 11:42:08;1,4;0,22;1,6;0,42;2,4;0,00;1,4;0,45;1,5;0,47;1,5;0,42;
12.12.2022 11:42:09;1,4;0,27;1,6;0,38;2,4;0,00;1,4;0,36;1,5;0,51;1,5;0,50;
12.12.2022 11:42:10;---;0,23;1,6;0,43;2,4;0,00;1,4;0,43;1,5;0,57;1,5;0,40;,
12.12.2022 11:42:11;1,4;0,44;1,6;0,49;2,4;0,00;1,4;0,52;1,5;0,52;1,5;0,44;
12.12.2022 11:42:12;1,4;0,47;1,6;0,52;2,4;0,00;1,4;0,51;1,5;0,60;1,5;0,64;
12.12.2022 11:42:13;1,4;0,55;1,6;0,53;2,4;0,00;1,4;0,60;1,5;0,60;1,5;0,69;
12.12.2022 11:42:14;1,4;0,55;1,5;0,59;2,4;0,00;1,4;0,58;1,5;0,58;1,5;0,46;
12.12.2022 11:42:15;---;0,35;1,5;0,57;2,4;0,00;1,4;0,54;1,5;0,59;1,5;0,70;,
12.12.2022 11:42:16;1,4;0,37;1,5;0,58;2,4;0,00;1,4;0,56;1,5;0,59;1,5;0,65;
12.12.2022 11:42:17;---;0,29;1,5;0,58;2,4;0,00;1,4;0,60;1,5;0,38;1,5;0,52;,
12.12.2022 11:42:18;1,5;0,12;1,5;0,54;2,4;0,00;1,4;0,53;1,5;0,51;1,5;0,39;
12.12.2022 11:42:19;---;0,12;1,5;0,57;2,4;0,00;1,4;0,48;1,5;0,55;1,5;0,32;,
12.12.2022 11:42:20;1,5;0,20;1,5;0,55;2,4;0,00;1,4;0,57;1,5;0,54;1,6;0,21;
12.12.2022 11:42:21;1,5;0,18;1,5;0,56;2,3;0,00;1,4;0,42;1,5;0,49;1,6;0,43;
12.12.2022 11:42:22;1,5;0,14;1,5;0,55;2,3;0,00;1,4;0,42;1,5;0,51;1,6;0,37;
12.12.2022 11:42:23;---;0,26;1,5;0,59;2,3;0,00;1,4;0,56;1,4;0,63;1,6;0,27;,
12.12.2022 11:42:24;1,5;0,35;1,4;0,66;2,3;0,00;1,4;0,64;1,4;0,71;1,6;0,42;
12.12.2022 11:42:25;---;0,47;1,4;0,57;2,3;0,00;1,4;0,59;1,4;0,70;1,5;0,65;,
12.12.2022 11:42:26;1,4;0,52;1,4;0,43;2,3;0,07;1,4;0,53;1,4;0,56;1,5;0,57;
12.12.2022 11:42:27;1,4;0,44;1,5;0,48;2,3;0,10;1,4;0,41;1,4;0,63;1,5;0,41;
12.12.2022 11:42:28;1,4;0,34;1,4;0,59;2,3;0,06;1,4;0,40;1,4;0,59;1,5;0,36;
12.12.2022 11:42:29;1,4;0,28;1,4;0,53;2,3;0,00;1,4;0,40;1,4;0,51;1,6;0,26;
12.12.2022 11:42:30;1,4;0,38;1,4;0,49;2,3;0,00;1,4;0,33;1,4;0,44;1,6;0,28;
12.12.2022 11:42:31;1,4;0,35;1,4;0,49;2,3;0,00;1,4;0,29;1,4;0,43;1,6;0,35;
12.12.2022 11:42:32;1,4;0,32;1,4;0,45;2,3;0,00;1,4;0,27;1,4;0,40;1,6;0,34;
12.12.2022 11:42:33;---;0,31;1,5;0,39;2,3;0,00;1,4;0,24;1,4;0,40;1,6;0,25;,
12.12.2022 11:42:34;1,4;0,25;1,5;0,38;2,3;0,00;1,4;0,21;1,4;0,39;1,6;0,21;
12.12.2022 11:42:35;1,4;0,22;1,5;0,32;2,3;0,02;1,4;0,24;1,4;0,38;1,6;0,19;
12.12.2022 11:42:36;1,4;0,28;1,5;0,40;2,3;0,01;1,5;0,24;1,4;0,37;1,6;0,19;
12.12.2022 11:42:37;---;0,31;1,5;0,45;2,3;0,04;1,5;0,24;1,4;0,39;1,6;0,25;,
12.12.2022 11:42:38;1,4;0,29;1,5;0,41;2,3;0,06;1,5;0,29;1,4;0,40;1,6;0,28;
12.12.2022 11:42:39;---;0,28;1,5;0,39;2,3;0,09;1,5;0,31;1,4;0,40;1,6;0,31;,
12.12.2022 11:42:40;1,5;0,27;1,5;0,38;2,3;0,13;1,4;0,31;1,4;0,39;1,6;0,29;
12.12.2022 11:42:41;1,5;0,18;1,5;0,38;2,3;0,05;1,4;0,30;1,4;0,36;1,6;0,27;
12.12.2022 11:42:42;---;0,22;1,5;0,34;2,3;0,01;1,5;0,25;1,5;0,32;1,6;0,24;,
12.12.2022 11:42:43;1,5;0,22;1,5;0,31;2,3;0,03;1,5;0,23;1,5;0,34;1,6;0,17;
12.12.2022 11:42:44;---;0,22;1,5;0,29;2,3;0,09;1,5;0,22;1,5;0,33;1,6;0,17;,
12.12.2022 11:42:45;1,4;0,30;1,5;0,26;2,3;0,08;1,5;0,24;1,5;0,32;1,6;0,24;
12.12.2022 11:42:46;1,4;0,36;1,5;0,26;2,3;0,11;1,5;0,22;1,5;0,30;1,6;0,20;
12.12.2022 11:42:47;1,4;0,32;1,5;0,22;2,3;0,12;1,5;0,14;1,5;0,21;1,6;0,07;
12.12.2022 11:42:48;1,4;0,52;1,5;0,17;2,3;0,10;1,5;0,13;1,5;0,18;1,6;0,18;
12.12.2022 11:42:49;1,4;0,46;1,5;0,20;2,3;0,10;1,5;0,25;1,5;0,25;1,6;0,26;
12.12.2022 11:42:50;---;0,30;1,5;0,29;2,3;0,11;1,5;0,28;1,5;0,34;1,6;0,19;,
12.12.2022 11:42:51;1,4;0,25;1,5;0,22;2,3;0,20;1,5;0,15;1,5;0,27;1,6;0,11;
12.12.2022 11:42:52;1,4;0,05;1,6;0,09;2,2;0,33;1,5;0,03;1,5;0,08;1,6;0,05;
12.12.2022 11:42:53;1,4;0,03;1,6;0,10;2,2;0,19;1,5;0,06;1,5;0,04;1,6;0,05;
12.12.2022 11:42:54;1,3;0,38;1,6;0,04;2,2;0,19;1,5;0,22;1,5;0,03;1,6;0,22;
12.12.2022 11:42:55;---;0,54;1,6;0,05;2,2;0,26;1,5;0,16;1,6;0,10;1,6;0,23;,
12.12.2022 11:42:56;1,3;0,56;1,6;0,07;2,1;0,41;1,5;0,31;1,6;0,07;1,5;0,26;
12.12.2022 11:42:57;1,3;0,31;1,6;0,10;2,1;0,36;1,5;0,14;1,6;0,04;1,6;0,14;
12.12.2022 11:42:58;1,3;0,33;1,6;0,19;2,1;0,62;1,5;0,22;1,6;0,18;1,6;0,17;
12.12.2022 11:42:59;1,4;0,15;1,6;0,48;2,0;0,55;1,5;0,23;1,6;0,28;1,6;0,16;
12.12.2022 11:43:00;1,4;0,11;1,6;0,52;2,0;0,38;1,5;0,13;1,6;0,40;1,6;0,20;
12.12.2022 11:43:01;---;0,09;1,6;0,24;2,0;0,13;1,5;0,21;1,6;0,25;1,6;0,20;,
12.12.2022 11:43:02;1,5;0,17;1,6;0,59;2,0;0,06;1,5;0,54;1,6;0,45;1,6;0,56;
12.12.2022 11:43:03;1,5;0,55;1,6;0,85;2,1;0,05;1,5;0,77;1,6;0,76;1,6;0,99;
12.12.2022 11:43:04;---;0,62;1,6;0,84;2,1;0,03;1,5;0,83;1,6;0,77;1,6;0,95;,
12.12.2022 11:43:05;1,5;0,66;1,6;0,80;2,1;0,02;1,5;0,82;1,6;0,94;1,6;0,94;
