Data Ora;348 [°C];348 [m/s];261 [°C];261 [m/s];590 [°C];590 [m/s];154 [°C];154 [m/s];789 [°C];789 [m/s];
01.12.2022 10:42:03;---;---;---;---;---;1,10;---;0,89;---;0,95;
01.12.2022 10:42:04;9,5;1,04;9,5;0,95;9,4;0,96;9,4;0,78;9,4;---;
01.12.2022 10:42:05;9,5;0,93;9,4;0,94;9,4;0,89;9,4;0,62;9,4;0,75;
01.12.2022 10:42:06;9,5;0,64;9,4;0,88;9,4;0,81;9,4;0,65;9,4;---;
01.12.2022 10:42:07;9,5;0,79;9,4;0,85;9,3;0,90;9,4;0,73;9,4;0,73;
01.12.2022 10:42:08;9,5;0,87;9,4;0,83;9,3;0,87;9,4;0,69;9,4;0,74;
01.12.2022 10:42:09;9,5;0,90;9,4;0,84;9,3;0,91;9,4;0,63;9,4;0,78;
01.12.2022 10:42:10;9,5;0,89;9,4;0,90;9,3;0,85;9,4;0,65;9,4;0,74;
01.12.2022 10:42:11;9,5;0,74;9,4;0,82;9,3;0,87;9,4;0,63;9,4;0,81;
01.12.2022 10:42:12;9,5;0,75;9,4;0,88;9,3;0,67;9,4;0,51;9,4;0,60;
01.12.2022 10:42:13;9,5;0,65;9,4;0,69;9,3;0,71;9,4;0,64;9,4;0,63;
01.12.2022 10:42:14;9,4;0,92;9,4;0,77;9,3;0,91;9,3;0,66;9,3;0,82;
01.12.2022 10:42:15;9,4;0,97;9,3;0,92;9,2;1,00;9,3;0,66;9,3;0,78;
01.12.2022 10:42:16;9,4;0,95;9,3;0,71;9,2;0,82;9,3;0,79;9,3;0,62;
01.12.2022 10:42:17;9,4;0,95;9,3;0,65;9,2;0,87;9,3;0,72;9,3;0,72;
01.12.2022 10:42:18;9,4;0,86;9,3;0,72;9,3;0,59;9,3;0,55;9,3;0,54;
01.12.2022 10:42:19;9,4;0,51;9,4;0,56;9,3;0,18;9,4;0,25;9,4;0,22;
01.12.2022 10:42:20;9,5;0,29;9,4;0,19;9,4;0,19;9,4;0,22;9,4;0,19;
01.12.2022 10:42:21;9,5;0,30;9,5;0,20;9,4;0,17;9,5;0,20;---;---;
01.12.2022 10:42:22;9,6;0,29;9,5;0,17;9,4;0,22;9,5;0,23;9,5;0,20;
01.12.2022 10:42:23;9,6;0,36;9,5;0,36;9,4;0,23;9,5;0,14;9,5;0,29;
01.12.2022 10:42:24;9,6;0,39;9,5;0,36;9,4;0,30;9,5;---;9,5;---;
01.12.2022 10:42:25;9,6;0,42;9,5;0,34;9,4;0,40;9,5;0,19;9,5;0,40;
01.12.2022 10:42:26;9,6;0,47;9,6;0,37;9,4;0,30;9,5;0,28;9,5;0,29;
01.12.2022 10:42:27;9,6;0,57;9,6;0,46;9,4;0,64;9,5;0,51;9,5;0,52;
01.12.2022 10:42:28;9,6;0,78;9,5;0,79;9,4;0,75;9,5;0,54;9,5;---;
01.12.2022 10:42:29;9,5;0,96;9,5;0,74;9,4;0,64;9,5;0,61;9,5;0,42;
01.12.2022 10:42:30;9,5;0,92;9,5;0,37;9,4;0,57;9,5;0,52;9,5;---;
01.12.2022 10:42:31;9,5;0,70;9,5;0,65;9,4;0,64;9,5;0,41;9,5;0,55;
01.12.2022 10:42:32;9,5;0,63;9,5;0,76;9,4;0,68;9,5;0,40;9,5;0,57;
01.12.2022 10:42:33;9,5;0,72;9,5;0,61;9,4;0,62;9,5;0,46;9,5;0,53;
01.12.2022 10:42:34;9,5;0,89;9,5;0,81;9,4;0,89;9,5;0,64;9,4;0,76;
01.12.2022 10:42:35;9,5;0,63;9,5;0,89;9,4;0,72;9,4;0,56;9,4;0,56;
01.12.2022 10:42:36;9,5;0,84;9,5;0,64;9,4;0,66;9,4;0,59;9,4;0,57;
01.12.2022 10:42:37;9,5;0,72;9,5;0,64;9,4;0,48;9,4;0,39;9,4;0,44;
01.12.2022 10:42:38;9,5;0,76;9,5;0,78;9,4;0,54;9,5;0,37;9,4;0,49;
01.12.2022 10:42:39;9,5;0,40;9,5;0,67;9,4;0,41;9,5;---;---;---;
01.12.2022 10:42:40;9,5;0,48;9,5;0,68;9,4;0,76;9,5;0,51;9,4;0,64;
01.12.2022 10:42:41;9,5;0,59;9,5;0,98;9,4;0,78;9,4;0,57;9,4;0,64;
01.12.2022 10:42:42;9,5;0,64;9,4;0,88;9,4;0,63;9,4;0,49;9,4;0,54;
01.12.2022 10:42:43;9,5;0,42;9,5;0,68;9,4;0,51;9,4;0,44;9,4;0,44;
01.12.2022 10:42:44;9,5;0,50;9,5;0,69;9,4;0,56;9,4;0,42;9,4;0,47;
01.12.2022 10:42:45;9,5;0,63;9,5;0,76;9,4;0,59;9,4;0,44;9,4;0,43;
01.12.2022 10:42:46;9,5;0,38;9,5;0,64;9,4;0,53;9,4;0,43;9,4;0,47;
01.12.2022 10:42:47;9,5;0,50;9,5;0,71;9,4;0,51;9,4;0,40;9,4;0,42;
01.12.2022 10:42:48;9,5;0,37;9,4;0,65;9,4;0,49;9,4;0,41;9,4;0,45;
01.12.2022 10:42:49;9,5;0,42;9,4;0,75;9,4;0,57;9,4;0,43;9,4;0,44;
01.12.2022 10:42:50;9,5;0,40;9,4;0,60;9,4;0,43;9,4;0,36;9,4;0,35;
01.12.2022 10:42:51;9,5;0,29;9,5;0,51;9,4;0,38;9,4;0,30;9,4;---;
01.12.2022 10:42:52;9,5;0,58;9,5;0,53;9,4;0,43;9,4;0,38;9,4;0,38;
01.12.2022 10:42:53;9,5;0,63;9,5;0,47;9,4;0,42;9,4;0,34;9,4;0,38;
01.12.2022 10:42:54;9,5;0,48;9,5;0,47;9,4;0,41;9,5;0,28;9,5;0,31;
01.12.2022 10:42:55;9,5;0,24;9,5;0,32;9,4;0,21;9,5;0,18;9,5;---;
01.12.2022 10:42:56;9,5;0,21;9,5;0,20;9,4;0,14;9,5;0,13;9,5;0,11;
01.12.2022 10:42:57;9,5;0,18;9,5;0,16;9,4;0,15;9,5;0,13;9,5;0,12;
01.12.2022 10:42:58;9,5;0,18;9,5;0,14;9,4;0,18;9,5;0,21;9,5;---;
01.12.2022 10:42:59;9,5;0,40;9,5;0,23;9,4;0,32;9,5;---;9,5;0,26;
01.12.2022 10:43:00;9,5;0,29;9,5;0,34;9,4;0,26;9,5;0,16;9,5;0,22;
01.12.2022 10:43:01;9,5;0,26;9,5;0,33;9,4;0,18;9,5;0,12;9,5;---;
01.12.2022 10:43:02;9,5;0,15;9,5;0,18;9,4;0,13;9,5;0,09;9,5;0,11;
01.12.2022 10:43:03;9,5;0,12;9,5;0,12;9,4;0,15;9,5;0,06;9,5;0,08;
01.12.2022 10:43:04;9,5;0,09;9,5;0,14;9,4;0,11;9,5;0,05;9,5;0,06;
01.12.2022 10:43:05;9,5;0,07;9,5;0,11;9,4;0,12;9,5;0,06;9,5;0,06;
01.12.2022 10:43:06;9,6;0,13;9,5;0,16;9,4;0,18;9,5;0,12;9,5;---;
01.12.2022 10:43:07;9,5;0,24;9,5;0,16;9,4;0,33;9,5;0,20;9,5;0,22;
01.12.2022 10:43:08;9,5;0,38;9,5;0,32;9,4;0,50;9,5;0,35;9,5;---;
01.12.2022 10:43:09;9,5;0,56;9,5;0,31;9,4;0,38;9,5;---;9,5;0,29;
01.12.2022 10:43:10;9,5;0,39;9,5;0,28;9,4;0,37;9,5;0,24;9,5;0,32;
01.12.2022 10:43:11;9,5;0,35;9,5;0,32;9,4;0,26;9,5;0,21;9,5;0,23;
01.12.2022 10:43:12;9,5;0,42;9,5;0,21;9,4;0,40;9,5;0,29;9,5;0,34;
01.12.2022 10:43:13;9,5;0,40;9,5;0,39;9,4;0,31;9,5;0,22;9,5;0,25;
01.12.2022 10:43:14;9,5;0,35;9,5;0,30;9,4;0,23;9,5;0,15;9,5;0,20;
01.12.2022 10:43:15;9,5;0,34;9,5;0,19;9,4;0,24;9,5;0,18;9,5;---;
01.12.2022 10:43:16;9,5;0,38;9,5;0,23;9,4;0,20;9,5;0,20;9,5;0,16;
01.12.2022 10:43:17;9,5;0,40;9,5;0,17;9,4;0,30;9,5;0,22;9,5;0,25;
01.12.2022 10:43:18;9,5;0,39;9,5;0,24;9,4;0,31;9,5;0,24;9,5;---;
01.12.2022 10:43:19;9,5;0,43;9,5;0,39;9,4;0,37;9,5;0,27;9,5;0,33;
01.12.2022 10:43:20;9,5;0,43;9,5;0,41;9,4;0,37;9,5;0,28;9,5;0,34;
01.12.2022 10:43:21;9,5;0,43;9,5;0,37;9,4;0,35;9,5;0,27;9,5;0,33;
01.12.2022 10:43:22;9,5;0,40;9,5;0,40;9,4;0,37;---;---;9,5;---;
01.12.2022 10:43:23;9,5;0,42;9,5;0,34;9,4;0,21;9,5;0,17;9,5;0,22;
01.12.2022 10:43:24;9,5;0,40;9,5;0,24;9,4;0,29;9,5;---;9,5;0,29;
01.12.2022 10:43:25;9,5;0,39;9,5;0,48;9,4;0,36;9,5;0,34;9,5;---;
01.12.2022 10:43:26;9,5;0,25;9,5;0,44;9,4;0,36;9,5;0,26;9,5;0,32;
01.12.2022 10:43:27;9,5;0,35;9,5;0,53;9,4;0,42;9,5;0,28;9,5;0,39;
01.12.2022 10:43:28;9,5;0,35;9,5;0,55;9,4;0,44;9,5;0,28;9,5;0,40;
01.12.2022 10:43:29;9,5;0,36;9,5;0,59;9,4;0,46;9,5;0,38;9,5;---;
01.12.2022 10:43:30;9,4;0,52;9,5;0,61;9,4;0,47;9,5;0,36;9,5;0,39;
01.12.2022 10:43:31;9,4;0,56;9,5;0,36;9,4;0,35;9,5;0,29;9,5;---;
01.12.2022 10:43:32;9,4;0,43;9,5;0,27;9,4;0,24;9,5;---;9,5;0,22;
01.12.2022 10:43:33;9,4;0,41;9,5;0,20;9,4;0,34;9,5;0,17;9,5;0,26;
01.12.2022 10:43:34;9,4;0,43;9,5;0,31;9,4;0,38;9,5;0,30;9,5;0,24;
01.12.2022 10:43:35;9,4;0,31;9,5;0,19;9,4;0,19;9,5;0,22;9,5;0,14;
01.12.2022 10:43:36;9,5;0,23;9,5;0,18;9,4;0,18;9,5;0,15;9,5;0,15;
01.12.2022 10:43:37;9,5;0,21;9,5;0,20;9,4;0,22;9,5;0,20;9,5;0,20;
01.12.2022 10:43:38;9,5;0,24;9,5;0,28;9,4;0,20;9,5;---;9,5;---;
01.12.2022 10:43:39;9,5;0,19;9,5;0,24;9,4;0,17;9,5;0,16;9,5;0,13;
01.12.2022 10:43:40;9,5;0,21;9,5;0,20;9,4;0,18;9,5;0,14;9,5;0,14;
01.12.2022 10:43:41;9,5;0,20;9,5;0,19;9,4;0,08;9,5;0,09;9,5;0,08;
01.12.2022 10:43:42;9,5;0,19;9,5;0,12;9,4;0,11;9,5;0,09;9,5;0,07;
01.12.2022 10:43:43;9,5;0,13;9,5;0,11;9,4;0,15;9,5;0,10;9,5;0,09;
01.12.2022 10:43:44;9,5;0,13;9,5;0,11;9,4;0,11;9,5;---;---;---;
01.12.2022 10:43:45;9,5;0,17;9,5;0,09;9,4;0,19;9,5;0,18;9,5;0,08;
01.12.2022 10:43:46;9,5;0,23;9,5;0,16;9,4;0,22;9,5;0,21;9,5;0,18;
01.12.2022 10:43:47;9,5;0,24;9,5;0,26;9,4;0,20;9,5;0,16;9,5;0,12;
01.12.2022 10:43:48;9,5;0,17;9,5;0,18;9,4;0,11;9,5;0,07;9,5;0,10;
01.12.2022 10:43:49;9,5;0,10;9,5;0,18;9,4;0,11;9,5;---;9,5;0,09;
01.12.2022 10:43:50;9,5;0,09;9,5;0,17;9,4;0,09;9,5;0,04;9,5;0,06;
01.12.2022 10:43:51;9,5;0,07;9,5;0,16;9,4;0,08;9,5;---;9,5;0,04;
01.12.2022 10:43:52;9,5;0,10;9,5;0,11;9,4;0,12;9,5;0,05;9,5;0,07;
01.12.2022 10:43:53;9,5;0,15;9,5;0,11;9,4;0,10;9,5;0,08;9,5;0,08;
01.12.2022 10:43:54;9,5;0,11;9,5;0,14;9,4;0,09;9,5;0,03;9,5;0,05;
01.12.2022 10:43:55;9,5;0,13;9,5;0,09;9,4;0,09;9,5;0,02;9,5;---;
01.12.2022 10:43:56;9,5;0,12;9,5;0,11;9,4;0,10;9,5;0,05;9,5;0,06;
01.12.2022 10:43:57;9,5;0,12;9,5;0,10;9,5;0,12;9,5;---;9,5;---;
01.12.2022 10:43:58;9,5;0,13;9,5;0,15;9,5;0,10;9,5;0,03;9,5;0,10;
01.12.2022 10:43:59;9,5;0,11;9,5;0,18;9,5;0,08;9,5;0,02;9,5;---;
01.12.2022 10:44:00;9,5;0,07;9,5;0,21;9,5;0,07;9,5;0,05;9,5;0,08;
01.12.2022 10:44:01;9,5;0,09;9,6;0,19;9,5;0,07;9,5;0,03;9,5;0,04;
01.12.2022 10:44:02;9,5;0,09;9,6;0,12;9,5;0,05;9,5;---;9,5;---;
01.12.2022 10:44:03;9,5;0,07;9,6;0,13;9,5;0,06;9,6;0,01;9,5;0,03;
01.12.2022 10:44:04;9,5;0,06;9,6;0,12;9,5;0,04;9,6;0,02;---;---;
01.12.2022 10:44:05;9,5;0,08;9,6;0,10;9,5;0,06;9,6;0,04;9,6;0,03;
01.12.2022 10:44:06;9,5;0,15;9,6;0,09;9,5;0,06;9,6;0,05;9,6;0,04;
01.12.2022 10:44:07;9,5;0,15;9,6;0,10;9,5;0,10;9,6;0,09;9,6;0,08;
01.12.2022 10:44:08;9,5;0,20;9,6;0,17;9,5;0,12;9,6;---;9,6;0,10;
01.12.2022 10:44:09;9,5;0,17;9,6;0,18;9,5;0,19;---;0,09;9,6;0,17;
01.12.2022 10:44:10;9,5;0,18;9,6;0,26;9,5;0,16;9,6;0,10;9,6;0,15;
01.12.2022 10:44:11;9,5;0,17;9,6;0,17;9,5;0,13;9,6;0,10;9,6;0,13;
01.12.2022 10:44:12;9,6;0,12;9,6;0,12;9,5;0,08;9,6;0,07;9,6;---;
01.12.2022 10:44:13;9,6;0,20;9,6;0,09;9,5;0,10;9,6;---;9,6;0,06;
01.12.2022 10:44:14;9,6;0,21;9,6;0,08;9,5;0,07;9,6;0,08;9,6;---;
01.12.2022 10:44:15;9,6;0,10;9,6;0,09;9,5;0,10;9,6;0,03;9,6;0,07;
01.12.2022 10:44:16;9,6;0,10;9,6;0,14;9,5;0,07;9,6;---;9,6;---;
01.12.2022 10:44:17;9,6;0,08;9,6;0,12;9,5;0,06;9,6;0,03;9,6;0,05;
01.12.2022 10:44:18;9,6;0,07;9,6;0,08;9,5;0,09;9,6;0,03;9,6;0,07;
01.12.2022 10:44:19;9,6;0,15;9,6;0,15;9,5;0,14;9,6;0,09;9,6;0,13;
01.12.2022 10:44:20;9,6;0,10;9,6;0,17;9,5;0,09;9,6;---;9,6;0,08;
01.12.2022 10:44:21;9,6;0,06;9,6;0,14;9,5;0,05;9,6;0,06;9,6;---;
01.12.2022 10:44:22;9,6;0,06;9,6;0,12;9,5;0,07;9,6;0,01;9,6;0,04;
01.12.2022 10:44:23;9,6;0,06;9,6;0,12;9,5;0,04;9,6;0,01;9,6;---;
01.12.2022 10:44:24;9,6;0,07;9,6;0,06;9,5;0,04;9,6;0,03;9,6;0,03;
01.12.2022 10:44:25;9,6;0,07;9,6;0,10;9,5;0,05;9,6;0,00;9,6;0,02;
01.12.2022 10:44:26;9,6;0,04;9,6;0,09;9,5;0,05;9,6;---;9,6;0,01;
01.12.2022 10:44:27;9,6;0,09;9,6;0,09;9,5;0,10;9,6;0,03;9,6;---;
01.12.2022 10:44:28;9,6;0,10;9,6;0,09;9,5;0,10;9,6;0,06;9,6;0,02;
01.12.2022 10:44:29;9,6;0,12;9,6;0,09;9,5;0,06;9,6;---;9,6;---;
01.12.2022 10:44:30;9,6;0,06;9,6;0,07;9,5;0,04;9,6;0,07;9,6;0,01;
01.12.2022 10:44:31;9,6;0,14;9,6;0,06;9,5;0,09;9,6;0,15;9,6;0,01;
01.12.2022 10:44:32;9,6;0,21;9,6;0,14;9,5;0,16;9,6;0,20;9,6;0,08;
01.12.2022 10:44:33;9,6;0,21;9,6;0,09;9,5;0,21;---;---;---;---;
01.12.2022 10:44:34;9,6;0,26;9,6;0,12;9,5;0,25;9,6;0,23;9,6;0,14;
01.12.2022 10:44:35;9,6;0,28;9,6;0,09;9,5;0,20;9,6;---;9,6;0,13;
01.12.2022 10:44:36;9,6;0,20;9,6;0,12;9,5;0,18;9,6;0,21;9,6;0,15;
01.12.2022 10:44:37;9,6;0,25;9,6;0,16;9,5;0,21;9,6;0,24;9,6;0,13;
01.12.2022 10:44:38;9,6;0,20;9,6;0,16;9,5;0,18;9,6;0,20;9,6;0,13;
01.12.2022 10:44:39;9,6;0,22;9,6;0,14;9,5;0,15;9,6;---;9,6;0,09;
01.12.2022 10:44:40;9,6;0,22;9,6;0,11;9,5;0,13;9,6;0,16;9,6;---;
01.12.2022 10:44:41;9,6;0,17;9,6;0,13;9,5;0,09;9,6;0,12;9,6;0,08;
01.12.2022 10:44:42;9,6;0,16;9,6;0,08;9,5;0,14;9,6;---;9,6;0,05;
01.12.2022 10:44:43;9,6;0,18;9,6;0,20;9,5;0,19;9,6;0,09;9,6;0,09;
01.12.2022 10:44:44;9,6;0,18;9,6;0,22;9,5;0,19;9,6;0,03;9,6;0,15;
01.12.2022 10:44:45;9,6;0,14;9,6;0,19;9,5;0,10;9,6;0,00;9,6;0,07;
01.12.2022 10:44:46;9,6;0,07;9,6;0,09;9,5;0,06;9,6;---;9,6;0,06;
01.12.2022 10:44:47;9,6;0,05;9,6;0,07;9,5;0,06;9,6;0,00;9,6;---;
01.12.2022 10:44:48;9,6;0,17;9,6;0,12;9,5;0,26;---;0,01;9,6;0,06;
01.12.2022 10:44:49;9,6;0,20;9,6;0,32;9,5;0,12;9,6;0,13;9,6;0,23;
01.12.2022 10:44:50;9,6;0,28;9,6;0,18;9,5;0,13;9,6;0,06;9,6;0,10;
01.12.2022 10:44:51;9,6;0,23;9,6;0,12;9,5;0,07;9,6;0,07;9,6;---;
01.12.2022 10:44:52;9,6;0,17;9,6;0,07;9,6;0,04;9,6;0,02;9,6;0,10;
01.12.2022 10:44:53;9,6;0,09;9,6;0,13;9,6;0,04;---;0,00;9,6;---;
01.12.2022 10:44:54;9,6;0,14;9,6;0,10;9,6;0,19;9,6;0,00;9,6;0,11;
01.12.2022 10:44:55;9,6;0,21;9,6;0,29;9,6;0,19;9,7;0,05;9,6;0,19;
01.12.2022 10:44:56;9,6;0,25;9,6;0,28;9,5;0,30;9,7;---;9,6;0,25;
01.12.2022 10:44:57;9,6;0,13;9,6;0,31;9,5;0,14;9,7;0,02;9,6;---;
01.12.2022 10:44:58;9,6;0,06;9,6;0,20;9,5;0,05;9,7;0,03;9,6;0,06;
01.12.2022 10:44:59;9,6;0,02;9,6;0,07;9,6;0,03;9,7;---;9,6;---;
01.12.2022 10:45:00;9,6;0,02;9,6;0,02;9,6;0,07;9,7;0,04;9,6;0,00;
01.12.2022 10:45:01;9,6;0,03;9,6;0,02;9,6;0,07;---;---;9,6;0,00;
01.12.2022 10:45:02;9,6;0,01;9,6;0,04;9,6;0,08;9,7;0,02;9,6;0,03;
01.12.2022 10:45:03;9,6;0,00;9,6;0,06;9,6;0,03;9,7;0,00;9,7;0,04;
01.12.2022 10:45:04;9,6;0,00;9,6;0,05;9,6;0,00;9,7;---;---;---;
01.12.2022 10:45:05;9,6;0,00;9,7;0,04;9,6;0,00;9,7;0,00;9,7;0,00;
01.12.2022 10:45:06;9,6;0,02;9,7;0,01;9,6;0,01;9,7;0,03;9,7;0,00;
01.12.2022 10:45:07;9,6;0,03;9,7;0,03;9,6;0,02;---;0,03;9,7;---;
01.12.2022 10:45:08;9,6;0,01;9,7;0,04;9,6;0,02;9,7;0,01;9,7;0,01;
01.12.2022 10:45:09;9,6;0,00;9,7;0,06;9,6;0,02;9,7;0,01;9,7;0,01;
01.12.2022 10:45:10;9,6;0,01;9,7;0,05;9,6;0,03;9,7;0,02;9,7;0,01;
01.12.2022 10:45:11;9,6;0,01;9,7;0,04;9,6;0,02;9,7;0,03;---;---;
01.12.2022 10:45:12;9,6;0,02;9,7;0,04;9,6;0,03;9,7;0,08;9,7;0,00;
01.12.2022 10:45:13;9,6;0,05;9,7;0,05;9,6;0,05;9,7;---;9,7;0,00;
01.12.2022 10:45:14;9,6;0,08;9,7;0,04;9,6;0,10;---;0,08;9,7;---;
01.12.2022 10:45:15;9,6;0,10;9,7;0,07;9,6;0,08;9,7;0,07;9,7;0,04;
01.12.2022 10:45:16;9,6;0,11;9,7;0,06;9,6;0,08;9,7;0,11;9,7;0,07;
01.12.2022 10:45:17;9,6;0,13;9,7;0,06;9,6;0,12;9,7;0,12;9,7;0,09;
01.12.2022 10:45:18;9,6;0,14;9,7;0,06;9,6;0,12;9,7;---;9,7;---;
01.12.2022 10:45:19;9,6;0,18;9,7;0,08;9,6;0,15;9,7;0,14;9,7;0,12;
01.12.2022 10:45:20;9,6;0,19;9,7;0,09;9,6;0,18;9,7;0,16;9,7;---;
01.12.2022 10:45:21;9,6;0,18;9,7;0,11;9,6;0,18;9,7;0,13;---;0,12;
01.12.2022 10:45:22;9,6;0,20;9,7;0,10;9,6;0,16;9,7;0,16;9,7;0,11;
01.12.2022 10:45:23;9,6;0,22;9,7;0,11;9,6;0,15;9,7;0,19;9,7;0,13;
01.12.2022 10:45:24;9,6;0,21;9,7;0,10;9,6;0,20;9,7;---;9,7;---;
01.12.2022 10:45:25;9,6;0,24;9,7;0,08;9,6;0,20;9,7;0,20;9,7;0,10;
01.12.2022 10:45:26;9,6;0,20;9,7;0,09;9,6;0,18;9,7;0,20;9,7;0,11;
01.12.2022 10:45:27;9,6;0,19;9,7;0,09;9,6;0,15;9,7;0,17;9,7;0,09;
01.12.2022 10:45:28;9,6;0,18;9,7;0,08;9,6;0,13;---;0,13;9,7;---;
01.12.2022 10:45:29;9,6;0,16;9,7;0,09;9,6;0,11;9,7;0,10;9,7;0,09;
01.12.2022 10:45:30;9,6;0,15;9,7;0,07;9,6;0,08;9,7;0,11;9,7;0,07;
01.12.2022 10:45:31;9,6;0,14;9,7;0,05;9,6;0,08;9,7;0,12;9,7;0,06;
01.12.2022 10:45:32;9,6;0,18;9,7;0,07;9,6;0,13;9,7;0,15;---;---;
01.12.2022 10:45:33;9,6;0,24;9,7;0,10;9,6;0,22;9,6;0,19;9,6;0,17;
01.12.2022 10:45:34;9,6;0,26;9,7;0,16;9,5;0,26;9,6;0,21;---;---;
01.12.2022 10:45:35;9,6;0,27;9,6;0,19;9,5;0,28;---;0,21;9,6;0,20;
01.12.2022 10:45:36;9,6;0,29;9,6;0,22;9,5;0,29;9,6;0,23;9,6;0,24;
01.12.2022 10:45:37;9,5;0,29;9,6;0,24;9,5;0,28;9,6;0,23;9,6;---;
01.12.2022 10:45:38;9,5;0,27;9,6;0,25;9,5;0,26;---;0,22;9,6;0,23;
01.12.2022 10:45:39;9,5;0,27;9,6;0,23;9,5;0,24;9,6;0,21;9,6;0,24;
01.12.2022 10:45:40;9,5;0,23;9,6;0,22;9,5;0,21;9,6;0,20;---;---;
01.12.2022 10:45:41;9,6;0,23;9,6;0,23;9,5;0,22;9,6;0,20;9,6;0,23;
01.12.2022 10:45:42;9,6;0,23;9,6;0,25;9,5;0,27;9,6;0,18;9,6;0,22;
01.12.2022 10:45:43;9,6;0,24;9,6;0,23;9,5;0,24;9,6;0,16;9,6;---;
01.12.2022 10:45:44;9,5;0,24;9,6;0,19;9,5;0,26;9,6;0,14;9,6;0,17;
01.12.2022 10:45:45;9,5;0,26;9,6;0,16;9,5;0,19;9,6;0,18;9,6;---;
01.12.2022 10:45:46;9,5;0,23;9,6;0,08;9,5;0,20;9,6;0,19;9,6;0,11;
01.12.2022 10:45:47;9,6;0,21;9,6;0,05;9,5;0,14;9,6;0,18;9,6;0,10;
01.12.2022 10:45:48;9,6;0,16;9,6;0,03;9,5;0,12;9,6;0,14;9,6;---;
01.12.2022 10:45:49;9,6;0,11;9,6;0,06;9,5;0,07;---;0,07;9,6;0,06;
01.12.2022 10:45:50;9,6;0,07;9,6;0,04;9,5;0,05;9,6;0,08;9,6;0,04;
01.12.2022 10:45:51;9,6;0,08;9,6;0,03;9,5;0,04;9,7;0,06;9,6;0,04;
01.12.2022 10:45:52;9,6;0,02;9,6;0,01;9,5;0,03;9,7;0,05;9,6;---;
01.12.2022 10:45:53;9,6;0,01;9,6;0,00;9,6;0,01;9,7;0,00;9,6;0,00;
01.12.2022 10:45:54;9,6;0,01;9,6;0,00;9,6;0,00;---;0,00;9,6;---;
01.12.2022 10:45:55;9,6;0,02;9,6;0,01;9,6;0,01;9,7;0,00;9,7;0,02;
01.12.2022 10:45:56;9,6;0,07;9,7;0,02;9,6;0,02;9,7;0,05;9,7;---;
01.12.2022 10:45:57;9,6;0,06;9,7;0,04;9,6;0,04;9,7;0,05;9,7;0,03;
01.12.2022 10:45:58;9,6;0,03;9,7;0,02;9,6;0,01;9,7;0,03;9,7;0,00;
